id,title,bathrooms,features,address,macrozone,microzone,latitude,longitude,price_n,surface_n,rooms_n,price_sqm,surface_room,accesso per disabili,aria condizionata,armadi,armadio a muro,arredata,arredato,ascensore,attacco telefonico,bagno in comune,bagno per disabili,bagno privato,balcone,caminetto,campo da tennis,cancello elettrico,cantina,con biancheria,connessione ad internet,cucina,esposizione doppia,esposizione esterna,esposizione interna,fibra ottica,giardino,impianto di allarme,impianto tv centralizzato,impianto tv con parabola satellitare,ingresso privato,lavastoviglie,lavatrice,microonde,moquette,palestra,parquet,parzialmente arredato,piscina,porta blindata,portineria,ripostiglio,sistema di allarme,taverna,terrazzo,tv,tv satellitare/pay tv,videocitofono,heating_Assente,heating_Autonomo,heating_Centralizzato,bikemi_density_500m,tram_density_500m,metro_density_750m
126619903,"Stanza singola viale Monte Ceneri 29, Milano",1,"balcone, cucina, bagno in comune, parquet, armadi",Viale Monte Ceneri,"Uptown, Cascina Merlata, Viale Certosa",Ghisolfa - Mac Mahon,45.4926,9.1559,500,19,2,26.31578947368421,19,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,3,19,0
126175263,"Stanza singola via Pasquale Fornari 18, Milano",1,"cucina, lavatrice, bagno in comune, attacco telefonico, armadi",Via Pasquale Fornari,"Bande Nere, Inganni",Gambara,45.4632,9.1436,550,86,4,6.395348837209302,17.2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,0,3
127213847,"Stanza singola viale Certosa 20, Milano",1,"balcone, cucina, lavatrice, bagno in comune, attacco telefonico, armadi",Viale Certosa,"Uptown, Cascina Merlata, Viale Certosa",Ghisolfa - Mac Mahon,45.4898,9.1527,570,100,5,5.7,16,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,2,14,0
125127515,"Stanza singola via Caianello 23, Milano",2,"cucina, lavatrice, bagno in comune, attacco telefonico, armadi",Via Caianello,"Affori, Bovisa",Dergano,45.5001,9.1722,490,90,5,5.444444444444445,14.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,3,3,0
123586715,"Stanza singola via Privata Deruta, Milano",1,arredato,Via Privata Deruta,"Udine, Lambrate",Udine,45.4929,9.2393,400,16,1,25,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,0,0,2
126041939,"Stanza singola via Carlo Marx, Milano",1,arredato,Via Carlo Marx,"Bisceglie, Baggio, Olmi",Quarto Cagnino,45.4725,9.1113,490,9,1,54.44444444444444,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,0,0,1
126041677,"Stanza singola via Nicola Antonio Porpora, Milano",1,arredato,Via Nicola Antonio Porpora,"Città Studi, Susa",Città Studi,45.4859,9.2256,420,10,1,42,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,4,0,1
126041639,"Stanza multipla via Alfredo Catalani, Milano",1,arredato,Via Alfredo Catalani,"Città Studi, Susa",Casoretto,45.4874,9.2245,500,16,1,31.25,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,3,0,3
116376057,"Stanza singola via Giuseppe Taccioli 20, Milano",1,"balcone, cucina, connessione ad internet, lavatrice, microonde, bagno in comune, armadi",Via Giuseppe Taccioli,"Affori, Bovisa",Affori,45.5185,9.1671,540,16,3,33.75,16,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,0,0,1
127513642,"Stanza in affitto in appartamento via Moncalvo, Milano",1,"fibra ottica, porta blindata, esposizione esterna, impianto tv centralizzato",Via Moncalvo,"Bande Nere, Inganni",Gambara,45.463,9.14258,455,71,4,6.408450704225352,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,1,0,3
125341349,"Stanza singola via Padova, Milano",1,"balcone, portineria, bagno in comune, parquet",Via Padova,"Cimiano, Crescenzago, Adriano",Cimiano,45.5022,9.2379,500,15,3,33.33333333333334,15,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,0,0,1
120209326,"Stanza singola via Ferdinando Lassalle 2, Milano",1,"giardino, balcone, cucina, lavatrice, lavastoviglie, portineria, bagno in comune, aria condizionata, armadi",Via Ferdinando Lassalle,"Abbiategrasso, Chiesa Rossa",Chiesa Rossa,45.4317,9.182,445,58,2,7.672413793103448,23.200000000000003,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,0,12,1
125866583,"Stanza singola via Raffaello Giolli 28, Milano",2,"ripostiglio, giardino, balcone, cucina, connessione ad internet, lavatrice, lavastoviglie, microonde, bagno in comune, armadi",Via Raffaello Giolli,"Bicocca, Niguarda",Bignami - Ponale,45.5274,9.2111,580,11,5,52.72727272727273,11,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,4,2
127159473,"Stanza doppia via Anna Neera 25/3, Milano",1,"giardino, cucina, lavatrice, lavastoviglie, microonde, portineria, bagno in comune, armadi",Via Anna Neera,"Abbiategrasso, Chiesa Rossa",Cermenate - Abbiategrasso,45.4335,9.1796,550,25,4,22,25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,0,12,1
127515790,"Stanza singola via Giuseppe Sacconi 6, Milano",1,"balcone, cucina, connessione ad internet, lavatrice, bagno in comune, aria condizionata, armadi",Via Giuseppe Sacconi,"Corvetto, Rogoredo",Corvetto,45.4421,9.2228,500,88,3,5.681818181818182,23.46666666666667,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,3,0,2
127533904,"Stanza singola via Salvatore Rosa 2, Milano",2,"ripostiglio, cucina, connessione ad internet, lavatrice, portineria, bagno in comune, parquet, aria condizionata",Via Salvatore Rosa,"Uptown, Cascina Merlata, Viale Certosa",Certosa,45.4952,9.1428,450,14,5,32.14285714285715,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,0,17,0
126175061,"Stanza doppia via Console Marcello 36, Milano",1,"balcone, cucina, lavatrice, lavastoviglie, microonde, bagno in comune",Via Console Marcello,"Affori, Bovisa",Bovisa,45.5019,9.1446,450,60,3,7.5,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,0,15,0
124343417,"Stanza singola via Savona 90, Milano",1,"ripostiglio, cucina, lavatrice, microonde, portineria, bagno in comune, armadi",Via Savona,"Napoli, Soderini",Piazza Napoli,45.4511,9.1539,550,60,3,9.166666666666666,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,4,11,2
87582048,"Stanza doppia via Luigi Alamanni 18, Milano",1,"connessione ad internet, ripostiglio, cucina, giardino, portineria, lavatrice, microonde, ascensore, ingresso privato, parquet, armadi, arredato",Via Luigi Alamanni,"Ripamonti, Vigentino",Vigentino - Fatima,45.4334,9.19856,500,90,4,5.555555555555555,18,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,FALSE,FALSE,TRUE,0,3,0
127446952,"Stanza singola via Monte Palombino 8, Milano",1,"ripostiglio, giardino, cucina, lavatrice, microonde, bagno in comune, tv, armadi",Via Monte Palombino,"Ponte Lambro, Santa Giulia",Santa Giulia,45.432,9.2444,470,30,4,15.66666666666667,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,TRUE,FALSE,FALSE,0,0,1
123440331,"Stanza doppia via Sidney Costantino Sonnino 12, Milano",2,"balcone, cucina, connessione ad internet, lavatrice, portineria, bagno in comune, parquet, armadi",Via Sidney Costantino Sonnino,"Uptown, Cascina Merlata, Viale Certosa",Certosa,45.4933,9.1475,500,20,4,25,20,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,19,0
123662587,"Stanza singola via Abelardo Pecorini, Milano",1,"balcone, cucina, connessione ad internet, lavatrice, lavastoviglie, portineria, bagno in comune, ingresso privato, armadi",Via Abelardo Pecorini,Forlanini,Quartiere Forlanini,45.4589,9.2507,550,100,3,5.5,20,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,0,0,0
127447474,"Stanza singola via Monte Palombino 8, Milano",1,"ripostiglio, cucina, lavatrice, microonde, bagno in comune, tv",Via Monte Palombino,"Ponte Lambro, Santa Giulia",Santa Giulia,45.432,9.2444,470,30,4,15.66666666666667,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,TRUE,FALSE,FALSE,0,0,1
127103839,"Stanza singola via Nicola Antonio Porpora 169, Milano",1,"ripostiglio, balcone, connessione ad internet, lavatrice, tv satellitare/pay tv, bagno in comune, armadi",Via Nicola Antonio Porpora,"Città Studi, Susa",Casoretto,45.4862,9.2331,500,78,3,6.410256410256411,20.8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,TRUE,FALSE,FALSE,4,2,2
94743370,"Stanza singola Piazzale Siena, Milano",1,"cucina, connessione ad internet, lavatrice, microonde, tv satellitare/pay tv, portineria, con biancheria, bagno in comune, armadi",Via Edoardo Chinotto,"Bande Nere, Inganni",Piazzale Siena,45.468,9.1267,450,13,2,34.61538461538461,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,TRUE,FALSE,FALSE,0,0,0
115244887,"Stanza singola via Jan Sibelius 24, Milano",2,"giardino, balcone, connessione ad internet, lavatrice, tv satellitare/pay tv, portineria, tv, armadi",Via Jan Sibelius,"Bicocca, Niguarda",Bignami - Ponale,45.5217,9.2081,550,18,5,30.55555555555556,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,TRUE,FALSE,FALSE,2,4,2
126592155,"Stanza doppia via Savona 1, Milano",2,"balcone, cucina, connessione ad internet, lavatrice, lavastoviglie, microonde, tv satellitare/pay tv, portineria, bagno in comune, tv, armadi",Via Savona,"Solari, Washington",Solari,45.4562,9.1703,500,20,3,25,20,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,TRUE,FALSE,FALSE,4,21,6
125972243,"Stanza in affitto in appartamento via Codogno 1, Milano",1,"cancello elettrico, fibra ottica, porta blindata, balcone, arredato, cantina, esposizione doppia",Via Codogno 1,"Porta Vittoria, Lodi",Bologna - Sulmona,45.4429,9.22731,330,16,5,20.625,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,2,0,3
115245685,"Stanza singola largo Porto di Classe, Milano",1,"balcone, cucina, lavatrice, bagno in comune, armadi",Largo Porto di Classe,"Città Studi, Susa",Argonne - Corsica,45.4674,9.2298,550,70,2,7.857142857142857,20,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,2,10,3
127343357,"Stanza singola via Demonte 4, Milano",1,"cucina, lavatrice",Via Demonte,"Bicocca, Niguarda",Prato Centenaro,45.5112,9.1981,540,88,3,6.136363636363637,23.46666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,0,10,2
127306229,"Stanza singola viale Fulvio Testi 87, Milano",1,"giardino, balcone, cucina, lavatrice, lavastoviglie, portineria, aria condizionata",Viale Fulvio Testi,"Bicocca, Niguarda",Prato Centenaro,45.5096,9.202,550,80,3,6.875,21.333333333333332,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,12,2
127578370,"Stanza singola via Ettore Romagnoli 1, Milano",1,"ripostiglio, cucina, connessione ad internet, lavatrice, lavastoviglie, portineria, bagno in comune",Via Ettore Romagnoli,"Napoli, Soderini",Tripoli - Soderini,45.4538,9.1471,500,15,3,33.33333333333334,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,3,4,3
106927935,"Stanza doppia via Palmanova 91, Milano",2,"balcone, cucina, connessione ad internet, lavatrice, lavastoviglie, microonde, portineria, bagno in comune, aria condizionata, armadi",Via Palmanova,"Cimiano, Crescenzago, Adriano",Cimiano,45.5004,9.2411,500,97,4,5.154639175257732,19.4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,0,0,2
127598696,"Stanza singola via Pomezia 10B, Milano",1,"ripostiglio, balcone, cucina, lavatrice, lavastoviglie, microonde, portineria, bagno in comune, aria condizionata, armadi",Via Pomezia,"Pasteur, Rovereto",Pasteur,45.4897,9.2161,565,90,4,6.277777777777778,18,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,4,7,5
121485442,"Stanza doppia via Palmanova 91, Milano",1,"ripostiglio, balcone, cucina, connessione ad internet, lavatrice, lavastoviglie, microonde, portineria, bagno in comune, parquet, aria condizionata, armadi",Via Palmanova,"Cimiano, Crescenzago, Adriano",Cimiano,45.5004,9.2411,500,70,2,7.142857142857143,20,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,0,0,2
120199818,"Stanza singola via Ambrogio Binda 3, Milano",1,"cucina, lavatrice, lavastoviglie, portineria, bagno privato, bagno in comune, attacco telefonico, tv, aria condizionata, ingresso privato, armadi",Via Ambrogio Binda,"Famagosta, Barona",Barona,45.444,9.1552,550,52,3,10.57692307692308,13.866666666666667,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,0,4,0
127423629,"Stanza singola via Carlo Marx 8, Milano",2,"ripostiglio, balcone, cucina, connessione ad internet, lavatrice, bagno in comune, armadi",Via Carlo Marx,"Bisceglie, Baggio, Olmi",Quarto Cagnino,45.471,9.1122,450,16,4,28.125,16,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,0,0,0
112768253,"Stanza singola via Cardinale Giovanni Cagliero 11, Milano",1,"cucina, lavatrice, portineria, bagno in comune, tv, armadi",Via Cardinale Giovanni Cagliero,"Maggiolina, Istria",Maggiolina,45.4954,9.2037,550,12,2,45.83333333333334,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,4,8,2
126675465,"Stanza singola via Luigi Bianchi d'Espinosa 7, Milano",1,"ripostiglio, cucina, lavatrice, attacco telefonico, armadi",Via Luigi Bianchi d'Espinosa,"Bicocca, Niguarda",Niguarda,45.5135,9.1918,550,12,3,45.83333333333334,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,5,0
127441576,"Stanza singola via Carlo Marx 8, Milano",2,"balcone, cucina, connessione ad internet, lavatrice, bagno in comune, armadi",Via Carlo Marx,"Bisceglie, Baggio, Olmi",Quarto Cagnino,45.471,9.1122,500,21,4,23.80952380952381,21,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,0,0,0
127658150,"Stanza singola via Tolmezzo 5/3, Milano",1,"ripostiglio, cucina, lavatrice, microonde, portineria, bagno in comune, aria condizionata, armadi",Via Tolmezzo,"Udine, Lambrate",Udine,45.4927,9.2336,575,65,3,8.846153846153847,17.333333333333332,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,0,0,1
119948680,"Stanza singola via Spartaco 9, Milano",1,"cucina, connessione ad internet, lavatrice, microonde, portineria, bagno in comune, attacco telefonico, armadi",Via Spartaco,"Porta Romana, Cadore, Montenero",Montenero,45.4593,9.2088,500,90,4,5.555555555555555,18,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,7,19,0
127111143,"Stanza singola via Democrito 15, Milano",1,"giardino, cucina, lavatrice, tv satellitare/pay tv, bagno in comune, tv, armadi",Via Democrito,"Cimiano, Crescenzago, Adriano",Cimiano,45.5032,9.2367,550,15,2,36.66666666666666,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,TRUE,FALSE,FALSE,0,0,1
127102075,"Stanza singola via Vigilio Inama 19, Milano",1,NA,Via Vigilio Inama,"Città Studi, Susa",Città Studi,45.4728,9.2331,550,70,3,7.857142857142857,18.666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,1,13,1
127209789,"Stanza singola via Garegnano, Milano",1,"ripostiglio, giardino, balcone, terrazzo, cucina, connessione ad internet, lavatrice, microonde, tv satellitare/pay tv, bagno in comune, tv, aria condizionata, armadi",Via Garegnano,"Uptown, Cascina Merlata, Viale Certosa",Musocco,45.5025,9.1287,440,20,4,22,20,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,TRUE,FALSE,FALSE,0,6,0
127209559,"Stanza singola via Nicola Antonio Porpora, Milano",1,"ripostiglio, balcone, terrazzo, cucina, connessione ad internet, lavastoviglie, microonde, tv satellitare/pay tv, bagno in comune, tv, armadi",Via Nicola Antonio Porpora,"Città Studi, Susa",Casoretto,45.4861,9.227,540,20,4,27,20,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,TRUE,FALSE,FALSE,4,0,2
126544091,"Stanza singola via Crescenzago 32, Milano",1,"ripostiglio, balcone, cucina, connessione ad internet, lavatrice, lavastoviglie, microonde, bagno in comune, armadi",Via Crescenzago,"Udine, Lambrate",Quartiere Feltre,45.4888,9.2421,520,86,3,6.046511627906977,22.933333333333337,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,0,0,2
124702643,"Stanza singola via Luigi Mancinelli, Milano",1,"ripostiglio, balcone, terrazzo, cucina, connessione ad internet, lavatrice, microonde, bagno in comune, tv, aria condizionata, armadi",Via Luigi Mancinelli,"Città Studi, Susa",Casoretto,45.4902,9.2273,450,60,2,7.5,24,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,TRUE,FALSE,FALSE,2,0,1
102972386,"Stanza singola via Jan Sibelius 34, Milano",1,"balcone, cucina, lavatrice, portineria, bagno in comune, armadi",Via Jan Sibelius,"Bicocca, Niguarda",Bignami - Ponale,45.5224,9.2088,490,90,4,5.444444444444445,18,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,3,6,2
125753445,"Stanza singola viale Zara 119, Milano",1,"cucina, connessione ad internet, lavatrice, portineria, bagno in comune",Viale Zara,"Maggiolina, Istria",Istria,45.4985,9.1957,470,65,2,7.230769230769231,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,3,9,4
126733801,"Stanza in affitto in appartamento via Palmanova 30/A, Milano",1,"porta blindata, esposizione esterna, impianto tv centralizzato, arredato",Via Palmanova 30/A,"Udine, Lambrate",Udine,45.4943,9.2343,550,15,2,36.66666666666666,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,0,0,1
127343611,"Stanza singola via Demonte 4, Milano",1,"cucina, lavatrice",Via Demonte,"Bicocca, Niguarda",Prato Centenaro,45.5112,9.1981,550,88,3,6.25,23.46666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,0,10,2
126635431,"Stanza singola via Console Marcello 1, Milano",1,"balcone, cucina, connessione ad internet, lavatrice, microonde, bagno in comune, tv, armadi",Via Console Marcello,"Uptown, Cascina Merlata, Viale Certosa",Certosa,45.499,9.1497,500,55,2,9.090909090909092,22,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE,FALSE,FALSE,2,10,0
126641349,"Stanza singola via Teodosio, Milano",1,"balcone, terrazzo, cucina, lavatrice, bagno in comune, tv, armadi",Via Teodosio,"Città Studi, Susa",Casoretto,45.4891,9.2299,450,55,2,8.181818181818182,22,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,TRUE,FALSE,FALSE,1,0,2
126016827,"Stanza singola viale Giovanni Suzzani 83, Milano",1,"connessione ad internet, lavatrice, lavastoviglie, microonde, portineria, ascensore, armadi, con biancheria, tv, cucina",Viale Giovanni Suzzani,"Bicocca, Niguarda",Prato Centenaro,45.5105,9.20002,550,14,3,39.28571428571428,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,FALSE,FALSE,TRUE,1,13,2
122188484,"Stanza doppia piazza Lionello Bettini 5, Milano",2,"ripostiglio, cucina, connessione ad internet, lavatrice, lavastoviglie, microonde, portineria, bagno privato, bagno in comune, aria condizionata, armadi",Piazza Lionello Bettini,"Bande Nere, Inganni",Bande Nere,45.4626,9.1332,575,20,3,28.75,20,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,2,0,2
114315133,"Stanza singola via delle Primule 12, Milano",2,"ripostiglio, balcone, cucina, connessione ad internet, lavatrice, lavastoviglie, bagno in comune, armadi",Via delle Primule,"Bande Nere, Inganni",Lorenteggio,45.4521,9.1383,530,20,3,26.5,20,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,FALSE,FALSE,3,0,2
