"id","bathrooms","heating","macrozone","microzone","price_n","rooms_n","price_sqm","surface_room","geometry","time_to_nearest_metro_mins","time_to_nearest_tram_mins","min_time_to_uni_mins"
127460170,"1","Centralizzato","Famagosta, Barona","Giambellino",730,1,38.421052631579,19,c(9.1408, 45.4501),3.64704412979619,3.78018859266181,99.5
126726073,"1","Centralizzato","Corvetto, Rogoredo","Corvetto",760,1,76,10,c(9.2156, 45.4373),10.1257183320279,18.3954538275367,73.2
126037891,"1","Centralizzato","Genova, Ticinese","Ticinese",820,1,68.3333333333333,12,c(9.1845, 45.4561),3.11434187917389,3.54688187403252,65.8
125612361,"1","Centralizzato","Famagosta, Barona","Famagosta",735,1,43.2352941176471,17,c(9.1725, 45.4419),6.66256455438131,7.68575695824607,94.4
127460318,"1","Centralizzato","Bande Nere, Inganni","Gambara",805,1,80.5,10,c(9.1447, 45.462),5.45254846477641,10.6949151213948,77.8
127118737,"1","Assente","Bande Nere, Inganni","Lorenteggio",795,1,46.7647058823529,17,c(9.1379, 45.4535),6.17714623169588,10.3091927491775,94.3
127229169,"1","Assente","Uptown, Cascina Merlata, Viale Certosa","Certosa",790,1,49.375,16,c(9.1411, 45.4988),22.7183566884548,1.42213571599759,19.5
127301309,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",715,1,47.6666666666667,15,c(9.1396, 45.4566),8.87668886867372,14.0379446587678,87.1
127315707,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",710,1,64.5454545454545,11,c(9.1396, 45.4566),8.87668886867372,14.0379446587678,87.1
125392357,"1","Centralizzato","Città Studi, Susa","Casoretto",765,1,45,17,c(9.2201, 45.4871),6.12279532802321,8.36044403776311,17.8
125475371,"1","Centralizzato","Città Studi, Susa","Città Studi",830,1,69.1666666666667,12,c(9.2351, 45.4718),7.49879838558303,1.95991612597891,17.8
124710847,"1","Autonomo","Bicocca, Niguarda","Bignami - Ponale",720,1,48,15,c(9.206, 45.5258),7.7227515240848,6.45945825042541,81.6
127460320,"1","Centralizzato","Abbiategrasso, Chiesa Rossa","Cermenate - Abbiategrasso",795,1,39.75,20,c(9.1807, 45.4374),13.4483579012702,2.98725557350349,95.3
127130835,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",720,1,42.3529411764706,17,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
126041347,"1","Autonomo","Affori, Bovisa","Affori",750,1,46.875,16,c(9.1771, 45.5158),5.4710766082754,17.4896189161508,40.7
125438321,"1","Centralizzato","Maggiolina, Istria","Maggiolina",790,1,41.578947368421,19,c(9.2037, 45.4955),10.4249736194417,5.26525563296369,41.5
127229179,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",715,1,42.0588235294118,17,c(9.1396, 45.4566),8.87668886867372,14.0379446587678,87.1
127460322,"1","Centralizzato","Corvetto, Rogoredo","Corvetto",835,1,55.6666666666667,15,c(9.2221, 45.439),2.89204132116178,19.7401670836354,65.3
125392123,"1","Centralizzato","Corvetto, Rogoredo","Corvetto",810,1,50.625,16,c(9.2156, 45.4373),10.1257183320279,18.3954538275367,73.2
126269397,"1","Centralizzato","Napoli, Soderini","Piazza Napoli",715,1,55,13,c(9.1494, 45.4539),1.6728302975911,4.70365941963651,90.6
126746321,"1","Centralizzato","Affori, Bovisa","Bovisasca",760,1,63.3333333333333,12,c(9.1539, 45.517),19.2719526758107,25.7803887284753,33
125391063,"1","Centralizzato","San Siro, Trenno","San Siro",740,1,43.5294117647059,17,c(9.1252, 45.4748),5.15522835964957,2.38942066495277,70.9
125438337,"1","Centralizzato","Corvetto, Rogoredo","Corvetto",830,1,51.875,16,c(9.2156, 45.4373),10.1257183320279,18.3954538275367,73.2
126041363,"1","Centralizzato","Centrale, Repubblica","Buenos Aires",825,1,37.5,22,c(9.2107, 45.4801),0.545940620138006,6.31181905850421,19.8
127197709,"1","Centralizzato","Napoli, Soderini","Tripoli - Soderini",755,1,37.75,20,c(9.1478, 45.4547),1.77772998694573,6.83935683194658,89.8
126696017,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",770,1,55,14,c(9.1349, 45.4622),2.24038155274587,18.9845399813864,79.7
127412039,"1","Centralizzato","Affori, Bovisa","Dergano",710,1,64.5454545454545,11,c(9.1801, 45.5027),4.97121413942285,10.2497061483,30.3
126041249,"1","Centralizzato","Corvetto, Rogoredo","Corvetto",825,1,45.8333333333333,18,c(9.2214, 45.4433),3.63273780639799,12.2387633288298,58.8
126037939,"1","Centralizzato","Porta Vittoria, Lodi","Martini - Insubria",700,1,58.3333333333333,12,c(9.2226, 45.4518),16.4251055126587,2.88928625250698,46.5
126335215,"1","Autonomo","Affori, Bovisa","Affori",840,1,84,10,c(9.1733, 45.518),7.77357946845828,22.7594478216327,39.5
125392413,"1","Centralizzato","Uptown, Cascina Merlata, Viale Certosa","Certosa",735,1,52.5,14,c(9.1383, 45.4961),17.5589043496378,0.317117286369284,27.6
126655931,"1","Centralizzato","Navigli","Navigli - Darsena",840,1,49.4117647058824,17,c(9.1691, 45.4513),1.29501202621167,0.754532448040947,81.8
127460038,"1","Centralizzato","San Siro, Trenno","Gallaratese",770,1,51.3333333333333,15,c(9.1194, 45.4851),12.1755956609971,16.0807528946597,59.7
127460016,"1","Centralizzato","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",805,1,50.3125,16,c(9.2106, 45.4439),5.03679676107658,14.2787723314661,64.3
126037955,"1","Centralizzato","Cenisio, Sarpi, Isola","Isola",720,1,60,12,c(9.196, 45.4893),5.97805247480895,5.57605155147922,41
126367643,"1","Centralizzato","Centrale, Repubblica","Centrale",820,1,82,10,c(9.2117, 45.4856),2.83369049302739,2.00685146962347,20.8
125655835,"1","Centralizzato","Cenisio, Sarpi, Isola","Isola",760,1,50.6666666666667,15,c(9.1957, 45.4917),3.80183162516857,4.14847734436118,41
125390941,"1","Centralizzato","Bande Nere, Inganni","Gambara",825,1,82.5,10,c(9.1447, 45.462),5.45254846477641,10.6949151213948,77.8
125669949,"1","Centralizzato","Cimiano, Crescenzago, Adriano","Quartiere Adriano",820,1,63.0769230769231,13,c(9.2389, 45.5133),17.1761038658893,5.3760592755119,69.6
125390979,"1","Centralizzato","Affori, Bovisa","Bovisasca",790,1,46.4705882352941,17,c(9.1539, 45.517),19.2719526758107,25.7803887284753,33
127460034,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",715,1,42.0588235294118,17,c(9.1319, 45.4592),3.25084165249197,21.9992308363591,86.3
126655945,"1","Autonomo","Abbiategrasso, Chiesa Rossa","Gratosoglio",785,1,46.1764705882353,17,c(9.1813, 45.4154),25.7895335640201,8.00760224087357,130.9
125392721,"1","Centralizzato","Bande Nere, Inganni","Gambara",770,1,85.5555555555556,9,c(9.1396, 45.4656),4.33093965922034,10.7696613135631,72.1
123276943,"1","Autonomo","Ripamonti, Vigentino","Vigentino - Fatima",760,1,84.4444444444444,9,c(9.2062, 45.4277),30.1342514748683,4.84918122532391,94.1
127301315,"1","Centralizzato","Uptown, Cascina Merlata, Viale Certosa","Certosa",735,1,49,15,c(9.1383, 45.4961),17.5589043496378,0.317117286369284,27.6
127010007,"1","Centralizzato","Bande Nere, Inganni","Gambara",730,1,73,10,c(9.1447, 45.462),5.45254846477641,10.6949151213948,77.8
125391637,"1","Centralizzato","Solari, Washington","Frua",740,1,82.2222222222222,9,c(9.1498, 45.4649),2.70624379649801,3.74729833662051,74.6
127460088,"1","Centralizzato","Cenisio, Sarpi, Isola","Isola",815,1,45.2777777777778,18,c(9.1957, 45.4917),3.80183162516857,4.14847734436118,41
126600557,"1","Centralizzato","Solari, Washington","Frua",800,1,80,10,c(9.1498, 45.4649),2.70624379649801,3.74729833662051,74.6
125846657,"1","Centralizzato","Uptown, Cascina Merlata, Viale Certosa","Ghisolfa - Mac Mahon",790,1,71.8181818181818,11,c(9.1554, 45.4926),19.6791441088785,3.49212321378718,25.1
126891287,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",700,1,41.1764705882353,17,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
125550421,"1","Centralizzato","Porta Vittoria, Lodi","Molise - Cuoco",765,1,54.6428571428572,14,c(9.224, 45.4562),20.5705266696245,1.8340148400107,37.3
125392335,"1","Autonomo","Affori, Bovisa","Affori",790,1,46.4705882352941,17,c(9.1703, 45.519),5.15033722421514,26.3584231446686,39
127460192,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",770,1,64.1666666666667,12,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
127301313,"1","Centralizzato","Città Studi, Susa","Città Studi",825,1,51.5625,16,c(9.2265, 45.4844),6.33095330920463,8.8284196273208,8.7
126167033,"1","Centralizzato","Solari, Washington","Frua",800,1,80,10,c(9.1498, 45.4649),2.70624379649801,3.74729833662051,74.6
126041305,"1","Centralizzato","Fiera, Sempione, City Life, Portello","Monte Rosa - Lotto",805,1,50.3125,16,c(9.1434, 45.4831),5.924690103838,14.2232462117708,42.5
126891289,"1","Centralizzato","Porta Venezia, Indipendenza","Porta Venezia",770,1,70,11,c(9.2032, 45.4783),6.10955668079515,0.209185189204575,30.9
125993205,"1","Centralizzato","Affori, Bovisa","Dergano",760,1,54.2857142857143,14,c(9.1801, 45.5027),4.97121413942285,10.2497061483,30.3
126379177,"1","Autonomo","Città Studi, Susa","Città Studi",780,1,60,13,c(9.222, 45.4833),5.81134342654011,8.63015254401688,10.5
125532087,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",725,1,65.9090909090909,11,c(9.1319, 45.4592),3.25084165249197,21.9992308363591,86.3
127460278,"1","Centralizzato","Uptown, Cascina Merlata, Viale Certosa","Certosa",755,1,39.7368421052632,19,c(9.1411, 45.4988),22.7183566884548,1.42213571599759,19.5
126568813,"2","Autonomo","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",700,5,31.8181818181818,22,c(9.19221, 45.4413),22.2384657382743,8.82740083284886,82.6
127483486,"1","Centralizzato","Porta Venezia, Indipendenza","Indipendenza",700,2,46.6666666666667,15,c(9.21672, 45.4628),9.25801334928098,1.76860154090561,31.3
127142801,"2","Centralizzato","San Siro, Trenno","Gallaratese",700,2,7.77777777777778,20,c(9.12188, 45.4923),3.38023703611518,16.2259166754366,49.6
127352397,"1","Centralizzato","Bande Nere, Inganni","Gambara",825,1,75,11,c(9.1425, 45.4629),3.54643980076847,11.3787804633672,76.9
126041253,"1","Centralizzato","Navigli","Navigli - Darsena",795,1,56.7857142857143,14,c(9.1612, 45.4468),9.54649275736396,3.34063848218255,95.2
127513750,"2","Autonomo","San Siro, Trenno","San Siro",815,4,54.3333333333333,15,c(9.13857, 45.4686),8.37836361306015,8.25425058678345,67.9
121328598,"1","Centralizzato","Corvetto, Rogoredo","Corvetto",800,1,53.3333333333333,15,c(9.2128, 45.4383),10.425455250487,15.2483330593881,72.7
126042269,"1","Autonomo","Solari, Washington","Vercelli - Wagner",790,1,65.8333333333333,12,c(9.1556, 45.4689),1.77381630596316,3.62897670852341,66.8
125662971,"1","Centralizzato","Pasteur, Rovereto","Pasteur",815,1,54.3333333333333,15,c(9.2137, 45.4874),4.53522280836982,1.78404363321079,21.5
126335227,"1","Centralizzato","San Siro, Trenno","Gallaratese",770,1,36.6666666666667,21,c(9.1194, 45.4851),12.1755956609971,16.0807528946597,59.7
126041687,"1","Centralizzato","Navigli","Bocconi",800,1,66.6666666666667,12,c(9.1881, 45.4486),13.5052282949094,3.05081749596471,72.5
125820685,"1","Autonomo","Città Studi, Susa","Città Studi",750,1,37.5,20,c(9.2349, 45.4858),2.49606372709499,2.47989607992816,16.3
126035563,"1","Centralizzato","Città Studi, Susa","Città Studi",800,1,40,20,c(9.236, 45.4842),0.644727891191972,0.685997324461626,15.2
126038045,"1","Centralizzato","Porta Vittoria, Lodi","Lodi - Brenta",840,1,46.6666666666667,18,c(9.215, 45.4429),4.30027529800971,14.3465004278863,65.7
121328610,"1","Autonomo","Porta Vittoria, Lodi","Martini - Insubria",800,1,61.5384615384615,13,c(9.2166, 45.4551),16.0601823284728,2.98053290028533,43.4
126600563,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",755,1,53.9285714285714,14,c(9.1349, 45.4622),2.24038155274587,18.9845399813864,79.7
125993215,"1","Centralizzato","Corvetto, Rogoredo","Corvetto",810,1,62.3076923076923,13,c(9.2156, 45.4373),10.1257183320279,18.3954538275367,73.2
127460270,"1","Centralizzato","Cenisio, Sarpi, Isola","Zara",735,1,66.8181818181818,11,c(9.1889, 45.4954),6.1681239892639,4.27321422749553,42.2
121328618,"1","Centralizzato","Corvetto, Rogoredo","Corvetto",800,1,50,16,c(9.2128, 45.4383),10.425455250487,15.2483330593881,72.7
121994296,"1","Centralizzato","Porta Vittoria, Lodi","Lodi - Brenta",740,1,41.1111111111111,18,c(9.215, 45.4429),4.30027529800971,14.3465004278863,65.7
127197723,"1","Centralizzato","Bande Nere, Inganni","Gambara",805,1,80.5,10,c(9.1447, 45.462),5.45254846477641,10.6949151213948,77.8
117753583,"1","Centralizzato","Garibaldi, Moscova, Porta Nuova","Turati",800,NA,26.6666666666667,20,c(9.18687, 45.4738),6.46031111753444,6.54200286319187,51
121328646,"1","Centralizzato","Affori, Bovisa","Comasina",700,1,35,20,c(9.166, 45.5269),3.51080987847167,32.160692270136,51.8
126552373,"1","Centralizzato","Bande Nere, Inganni","Primaticcio",735,1,45.9375,16,c(9.1279, 45.4558),6.50535742909495,18.6812603859487,94
126367629,"1","Centralizzato","Cenisio, Sarpi, Isola","Isola",735,1,56.5384615384615,13,c(9.197, 45.4892),4.81348579976698,6.80721602821197,40.9
126042101,"1","Autonomo","Città Studi, Susa","Città Studi",700,1,46.6666666666667,15,c(9.2349, 45.4858),2.49606372709499,2.47989607992816,16.3
127460160,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",745,1,67.7272727272727,11,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
126041445,"1","Centralizzato","Porta Venezia, Indipendenza","Porta Venezia",800,1,53.3333333333333,15,c(9.2044, 45.4771),3.57131994200739,2.75151515907923,29.5
125392743,"1","Centralizzato","Maggiolina, Istria","Maggiolina",740,1,28.4615384615385,26,c(9.2054, 45.496),12.0490001818806,6.59889318348842,40.3
125391229,"1","Centralizzato","San Siro, Trenno","San Siro",835,1,39.7619047619048,21,c(9.1412, 45.4773),4.37785160684034,4.40611266835317,52.6
121328606,"1","Centralizzato","Affori, Bovisa","Affori",750,1,41.6666666666667,18,c(9.1711, 45.5228),3.99187743726357,25.7498823759495,45.3
125820585,"1","Centralizzato","Maggiolina, Istria","Cascina dei Pomi",805,1,57.5,14,c(9.2078, 45.4924),9.57652723518805,3.09204781708393,33
126891291,"1","Centralizzato","San Siro, Trenno","San Siro",710,1,78.8888888888889,9,c(9.1412, 45.4773),4.37785160684034,4.40611266835317,52.6
113334265,"1","Assente","Navigli","Corso San Gottardo",750,3,10.7142857142857,18.6666666666667,c(9.1798, 45.4492),13.6438482541462,0.336631809909057,78.5
127460240,"1","Centralizzato","Cenisio, Sarpi, Isola","Zara",835,1,41.75,20,c(9.1903, 45.495),5.13725641233054,5.2417231424781,43.8
126041325,"1","Centralizzato","Maggiolina, Istria","Cascina dei Pomi",715,1,32.5,22,c(9.2078, 45.4924),9.57652723518805,3.09204781708393,33
126565099,"1","Centralizzato","Maggiolina, Istria","Cascina dei Pomi",715,1,55,13,c(9.2078, 45.4924),9.57652723518805,3.09204781708393,33
123276955,"1","Autonomo","Pasteur, Rovereto","Pasteur",790,1,87.7777777777778,9,c(9.2115, 45.4887),6.41071998240658,1.72731261892816,24.7
126936513,"1","Autonomo","Città Studi, Susa","Città Studi",790,1,65.8333333333333,12,c(9.2186, 45.4816),5.61214003597953,9.7226049919928,11.7
122519254,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",700,1,70,10,c(9.1401, 45.4539),4.4988387024635,9.47560422538872,91.9
124197933,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",730,1,73,10,c(9.1401, 45.4539),4.4988387024635,9.47560422538872,91.9
127138795,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",725,1,65.9090909090909,11,c(9.1379, 45.4535),6.17714623169588,10.3091927491775,94.3
127010045,"1","Centralizzato","Precotto, Turro","Turro",800,1,40,20,c(9.2208, 45.4994),1.83175558127398,9.66272663352186,34.7
121328658,"1","Autonomo","Affori, Bovisa","Affori",800,1,80,10,c(9.1686, 45.519),4.54705805959457,28.4297136209853,36.7
125390963,"1","Centralizzato","Maggiolina, Istria","Cascina dei Pomi",720,1,51.4285714285714,14,c(9.2078, 45.4924),9.57652723518805,3.09204781708393,33
126036857,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",730,1,73,10,c(9.1401, 45.4539),4.4988387024635,9.47560422538872,91.9
124710879,"1","Autonomo","Bicocca, Niguarda","Bruzzano",750,1,75,10,c(9.1715, 45.5253),7.48922554668367,25.2623439397671,51.9
121328634,"1","Autonomo","Corvetto, Rogoredo","Corvetto",790,1,79,10,c(9.2141, 45.4368),11.666118080703,16.5213160317582,74.6
127138793,"1","Centralizzato","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",785,1,43.6111111111111,18,c(9.2106, 45.4439),5.03679676107658,14.2787723314661,64.3
125799413,"1","Centralizzato","Maggiolina, Istria","Cascina dei Pomi",740,1,33.6363636363636,22,c(9.2078, 45.4924),9.57652723518805,3.09204781708393,33
127301281,"1","Centralizzato","Porta Vittoria, Lodi","Lodi - Brenta",770,1,42.7777777777778,18,c(9.218, 45.4429),0.673608584502064,13.1339310554417,62.7
126296425,"1","Centralizzato","Maggiolina, Istria","Cascina dei Pomi",770,1,36.6666666666667,21,c(9.2078, 45.4924),9.57652723518805,3.09204781708393,33
125812375,"1","Autonomo","Bande Nere, Inganni","Gambara",735,1,38.6842105263158,19,c(9.1419, 45.4619),5.39763302654976,13.0728078903702,79.1
121328656,"1","Autonomo","Arco della Pace, Arena, Pagano","Vincenzo Monti",800,1,80,10,c(9.1681, 45.4719),7.80368857657737,0.357317963424623,64.4
127130839,"1","Centralizzato","San Siro, Trenno","San Siro",715,1,71.5,10,c(9.1255, 45.4719),8.39208898408249,7.4148453637048,74.9
122048436,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",730,1,60.8333333333333,12,c(9.1401, 45.4539),4.4988387024635,9.47560422538872,91.9
126041313,"1","Centralizzato","Porta Venezia, Indipendenza","Porta Venezia",800,1,61.5384615384615,13,c(9.2044, 45.4771),3.57131994200739,2.75151515907923,29.5
127516170,"2","Autonomo","Porta Venezia, Indipendenza","Porta Venezia",700,1,38.8888888888889,18,c(9.20297, 45.4759),3.69640128521931,2.22233193075127,31.3
125391775,"1","Centralizzato","Centrale, Repubblica","Buenos Aires",835,1,69.5833333333333,12,c(9.2032, 45.4789),6.47931621710577,0.417103358851848,31
127384345,"2","Autonomo","Porta Romana, Cadore, Montenero","Cadore",775,5,5.16666666666667,24,c(9.21409, 45.4621),11.5265016998364,0.30531254069782,33.8
127317271,"2","Autonomo","Porta Romana, Cadore, Montenero","Cadore",775,5,5.16666666666667,24,c(9.21409, 45.4621),11.5265016998364,0.30531254069782,33.8
127301277,"1","Centralizzato","Bisceglie, Baggio, Olmi","Quarto Cagnino",725,1,51.7857142857143,14,c(9.1114, 45.4723),10.8790340599831,15.5285491689693,88.3
125799399,"1","Centralizzato","Maggiolina, Istria","Cascina dei Pomi",735,1,52.5,14,c(9.2093, 45.5006),13.942906291122,12.8477183606611,45.3
127355361,"2","Autonomo","Porta Romana, Cadore, Montenero","Cadore",775,5,5.16666666666667,24,c(9.21409, 45.4621),11.5265016998364,0.30531254069782,33.8
127274903,"2","Autonomo","Porta Romana, Cadore, Montenero","Cadore",795,5,5.3,24,c(9.21409, 45.4621),11.5265016998364,0.30531254069782,33.8
126041229,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",700,1,43.75,16,c(9.1321, 45.4601),3.65913020857303,23.3352004974124,84.5
111880341,NA,"Centralizzato","Bande Nere, Inganni","Lorenteggio",750,1,75,10,c(9.1401, 45.4518),2.81671514309067,6.3868793293485,96
126818905,"1","Centralizzato","Centrale, Repubblica","Centrale",805,1,57.5,14,c(9.2111, 45.4866),3.04391512013489,2.14416718669993,22.1
127130827,"1","Centralizzato","Maggiolina, Istria","Cascina dei Pomi",715,1,47.6666666666667,15,c(9.2078, 45.4924),9.57652723518805,3.09204781708393,33
127459974,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",790,1,79,10,c(9.1401, 45.4539),4.4988387024635,9.47560422538872,91.9
122048446,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",740,1,74,10,c(9.1401, 45.4539),4.4988387024635,9.47560422538872,91.9
122626708,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",700,1,70,10,c(9.1401, 45.4539),4.4988387024635,9.47560422538872,91.9
123276953,"1","Autonomo","Pasteur, Rovereto","Pasteur",780,1,86.6666666666667,9,c(9.2115, 45.4887),6.41071998240658,1.72731261892816,24.7
123468331,"1","Centralizzato","Cimiano, Crescenzago, Adriano","Crescenzago",750,1,30,25,c(9.2468, 45.5019),5.26307437206674,20.8984691207538,47
121328632,"1","Autonomo","Città Studi, Susa","Città Studi",800,1,80,10,c(9.2184, 45.4752),12.4764410919549,2.45908701698366,13.3
127460298,"1","Centralizzato","Napoli, Soderini","Tripoli - Soderini",760,1,42.2222222222222,18,c(9.1478, 45.4547),1.77772998694573,6.83935683194658,89.8
127130833,"1","Centralizzato","Centrale, Repubblica","Repubblica",835,1,28.7931034482759,20,c(9.2008, 45.4767),5.8870570398194,0.526229586743153,34
126039027,"1","Centralizzato","Fiera, Sempione, City Life, Portello","Sempione",800,1,22.8571428571429,20,c(9.167, 45.4814),5.32281196462121,1.03754122773378,47.3
125874445,"1","Centralizzato","Pasteur, Rovereto","Rovereto",740,1,56.9230769230769,13,c(9.2151, 45.4947),5.54053546279539,1.24612659791857,33.1
127352393,"1","Centralizzato","San Siro, Trenno","San Siro",715,1,42.0588235294118,17,c(9.1393, 45.4686),7.83186632046617,7.70132050443226,67.3
125391103,"1","Centralizzato","San Siro, Trenno","San Siro",815,1,58.2142857142857,14,c(9.1393, 45.4686),7.83186632046617,7.70132050443226,67.3
126956707,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",700,1,38.8888888888889,18,c(9.1321, 45.4601),3.65913020857303,23.3352004974124,84.5
125391953,"1","Centralizzato","San Siro, Trenno","San Siro",735,1,52.5,14,c(9.1393, 45.4686),7.83186632046617,7.70132050443226,67.3
127128675,NA,"Assente","Centro","Duomo",700,NA,70,10,c(9.18817, 45.4637),0.893221682379392,0.452576921774995,53.4
127128673,NA,"Assente","Centro","Duomo",700,NA,29.1666666666667,24,c(9.18817, 45.4637),0.893221682379392,0.452576921774995,53.4
127128677,NA,"Assente","Centro","Duomo",700,NA,53.8461538461538,13,c(9.18817, 45.4637),0.893221682379392,0.452576921774995,53.4
127660590,"1","Centralizzato","Abbiategrasso, Chiesa Rossa","Pezzotti - Meda",750,4,6.25,24,c(9.18458, 45.4382),16.7249443275109,1.628226891835,91.6
127507192,"2","Centralizzato","Fiera, Sempione, City Life, Portello","Monte Rosa - Lotto",780,4,32.5,24,c(9.15018, 45.4753),2.95170171362897,10.2724255905917,55.5
95916706,"2","Centralizzato","Fiera, Sempione, City Life, Portello","Sempione",740,3,52.8571428571428,14,c(9.15359, 45.4859),8.73868852698473,4.62909189350135,38.3
112211377,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Musocco",800,1,8.42105263157895,20,c(9.12358, 45.5042),18.3387028025269,2.25642771246493,43.2
121525592,"1","Centralizzato","Affori, Bovisa","Affori",705,2,70.5,10,c(9.1788, 45.5114),6.96021353099033,13.9928282469311,34.3
102848226,"2","Autonomo","Famagosta, Barona","Giambellino",750,4,25,20,c(9.15137, 45.45),7.56391839555864,2.40608136988117,96.9
110008693,"1","Autonomo","Porta Venezia, Indipendenza","Porta Venezia",700,2,28,25,c(9.20591, 45.4764),1.86195204140557,1.27606124259486,27.6
122686974,"2","Autonomo","Cimiano, Crescenzago, Adriano","Cimiano",700,5,35,20,c(9.23456, 45.4954),7.43592145588631,18.5347779535742,30.9
121364466,"1","Centralizzato","Udine, Lambrate","Lambrate",730,3,52.1428571428572,14,c(9.24569, 45.486),12.5845598094755,7.87527056812231,25.3
111140021,"1","Centralizzato","Cimiano, Crescenzago, Adriano","Crescenzago",750,5,6.81818181818182,17.6,c(9.24094, 45.5032),6.34514904802425,19.4008116052437,45.2
125588451,"2","Centralizzato","Porta Romana, Cadore, Montenero","Cadore",780,4,70.9090909090909,11,c(9.212, 45.4553),12.5569582971109,0.7210747606506,44.6
69080640,"1","Centralizzato","Abbiategrasso, Chiesa Rossa","Chiesa Rossa",750,3,6.81818181818182,20,c(9.17914, 45.4306),2.43965577556424,2.07202550939775,104.8
122978296,"2","Centralizzato","Affori, Bovisa","Bovisa",750,5,6.25,19.2,c(9.16956, 45.4997),15.8538580423841,1.0116959631838,18.9
123154073,"1","Centralizzato","Navigli","Ascanio Sforza",600,2,10.7142857142857,22.4,c(9.17749, 45.4486),11.5578106270189,2.68719395152789,80.8
114410507,"2","Centralizzato","Udine, Lambrate","Parco Lambro",750,5,5.35714285714286,22.4,c(9.24483, 45.4999),4.98793197102237,24.3192290850601,43.4
127195593,"1","Centralizzato","Abbiategrasso, Chiesa Rossa","Chiesa Rossa",800,1,53.3333333333333,15,c(9.17899, 45.4305),2.20257539137862,2.32399905917855,105
125998681,"1","Centralizzato","Abbiategrasso, Chiesa Rossa","Pezzotti - Meda",550,3,42.3076923076923,13,c(9.18168, 45.4404),17.6139344774421,1.87537218952446,89.4
87283946,"2","Autonomo","Pasteur, Rovereto","Pasteur",700,4,35,20,c(9.222, 45.4901),4.97278427262524,7.72721301724157,20.9
117816527,"1","Centralizzato","Bisceglie, Baggio, Olmi","Bisceglie",700,2,43.75,16,c(9.11054, 45.4598),8.16547529472159,32.0506711829241,100.6
122755592,"1","Centralizzato","Cimiano, Crescenzago, Adriano","Crescenzago",710,4,47.3333333333333,15,c(9.25012, 45.5103),9.85614675622111,8.41787727881321,59.5
123422271,"1","Centralizzato","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",750,2,46.875,16,c(9.19852, 45.4391),20.0087103233357,2.02149101412442,79.5
122687126,"1","Centralizzato","Forlanini","Viale Ungheria - Mecenate",800,2,36.3636363636364,22,c(9.24228, 45.4569),9.14581955946191,0.65832892187931,44.5
127142841,"1","Autonomo","Navigli","Navigli - Darsena",750,5,22.0588235294118,20,c(9.17108, 45.4541),4.16439939449398,1.58936739377681,77
113515469,"2","Centralizzato","Cimiano, Crescenzago, Adriano","Ponte Nuovo",750,3,10,20,c(9.23924, 45.5079),11.6465051239565,12.9341492809853,53.7
122307686,"1","Centralizzato","San Siro, Trenno","Gallaratese",720,2,12,24,c(9.10423, 45.4982),6.05194927741312,21.9638142360704,68.7
110756851,"2","Centralizzato","Città Studi, Susa","Città Studi",800,3,53.3333333333333,15,c(9.21761, 45.4815),5.15399056671167,10.7431605563788,12.8
121993204,"1","Centralizzato","San Siro, Trenno","Gallaratese",700,5,70,10,c(9.10214, 45.5022),1.97813363101806,22.7774031823939,68.4
123460357,"3","Assente","Navigli","Navigli - Darsena",800,5,5.33333333333333,24,c(9.17715, 45.4521),9.50339565055258,1.43016226870347,76.6
116578137,"1","Centralizzato","San Siro, Trenno","Gallaratese",750,3,25,20,c(9.12255, 45.4923),3.91504653600417,15.7463901434389,50.8
105403815,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Certosa",780,3,52,15,c(9.14446, 45.4966),20.4696239041821,2.149347004137,24.8
