"id","bathrooms","heating","macrozone","microzone","price_n","rooms_n","price_sqm","surface_room","geometry","time_to_nearest_metro_mins","time_to_nearest_tram_mins","min_time_to_uni_mins"
114173275,"1","Centralizzato","Forlanini","Viale Ungheria - Mecenate",530,3,7.57142857142857,18.6666666666667,c(9.24718, 45.446),24.2370389718337,1.46909131685514,66.1
126944793,"2","Autonomo","Abbiategrasso, Chiesa Rossa","Chiesa Rossa",550,4,22,25,c(9.17738, 45.4259),7.13059308118989,1.15675265952352,112.9
126267993,"1","Centralizzato","Bicocca, Niguarda","Niguarda",380,3,42.2222222222222,9,c(9.18878, 45.5169),18.9671049276398,5.20100014795261,52.4
113531715,"1","Centralizzato","San Siro, Trenno","San Siro",450,2,22.5,20,c(9.14024, 45.4699),9.28067382854836,5.21826441270846,64.8
126625267,"1","Centralizzato","San Siro, Trenno","Figino",400,2,5.71428571428571,20,c(9.0731, 45.4925),32.1602657483229,61.0080630777925,115.8
127165295,"1","Centralizzato","Affori, Bovisa","Affori",475,3,23.75,20,c(9.17544, 45.5148),2.82820393595303,19.3505423296152,41.3
74804404,"1","Assente","Abbiategrasso, Chiesa Rossa","Chiesa Rossa",450,3,22.5,20,c(9.17231, 45.4282),6.87748295873917,6.30247069260321,112.6
121185140,"1","Centralizzato","Bisceglie, Baggio, Olmi","Quarto Cagnino",350,1,8.75,20,c(9.11023, 45.4718),12.535871965255,17.1901428782965,90.2
125967287,"1","Centralizzato","Centro","Missori",400,3,20,20,c(9.18953, 45.458),3.09514939643023,3.33961291832319,59.4
113946769,NA,"Autonomo","San Siro, Trenno","San Siro",450,NA,7.5,NA,c(9.14413, 45.4695),8.06405589940785,2.29542678336425,64.3
125662661,"1","Centralizzato","Corvetto, Rogoredo","Corvetto",450,4,5.29411764705882,17,c(9.22253, 45.4338),11.1880609396565,25.7168072163083,73.5
115150233,"1","Centralizzato","Bicocca, Niguarda","Bicocca",550,2,27.5,20,c(9.20878, 45.518),6.98208008570445,1.74268924471076,73.8
121403820,NA,"Centralizzato","San Siro, Trenno","Gallaratese",550,2,9.16666666666667,24,c(9.11513, 45.5014),9.71947315056073,7.57061697926571,52.9
111106349,"2","Centralizzato","Bisceglie, Baggio, Olmi","Bisceglie",550,4,34.375,16,c(9.10895, 45.4563),5.09470879292656,26.8807527357809,105.8
111775127,"1","Centralizzato","Abbiategrasso, Chiesa Rossa","Cermenate - Abbiategrasso",450,2,5.48780487804878,20,c(9.18113, 45.4361),11.5260965655905,3.85572404163482,97.4
119667494,"2","Autonomo","Cimiano, Crescenzago, Adriano","Quartiere Adriano",450,2,75,20,c(9.24743, 45.5169),18.9118665165513,4.14783278795645,70.2
109784415,"1","Centralizzato","Bicocca, Niguarda","Prato Centenaro",550,3,34.375,16,c(9.20069, 45.5097),4.29233975031433,2.20993974259404,60.9
123010485,"1","Centralizzato","Cimiano, Crescenzago, Adriano","Crescenzago",440,2,8,22,c(9.24633, 45.502),5.25584947827872,20.6899513683952,47.1
119578481,"1","Centralizzato","Cimiano, Crescenzago, Adriano","Cimiano",550,NA,27.5,20,c(9.23936, 45.504),7.91695864997528,18.7592173898358,45.3
120655942,"2","Autonomo","Bicocca, Niguarda","Greco - Segnano",550,2,6.11111111111111,20,c(9.21216, 45.5019),11.0479484246429,13.0017514212423,45.4
125817195,"2","Centralizzato","Cimiano, Crescenzago, Adriano","Cimiano",550,5,36.6666666666667,15,c(9.24008, 45.4992),1.02750654523609,25.3318435764987,39.5
120311460,"1","Centralizzato","San Siro, Trenno","Gallaratese",550,4,6.47058823529412,17,c(9.12094, 45.4975),6.32833131633852,9.29552628292148,50.6
127209677,"1","Autonomo","Città Studi, Susa","Città Studi",550,2,7.33333333333333,20,c(9.23571, 45.4858),2.34634343326032,2.01330549017763,17.1
126180165,"1","Centralizzato","Navigli","Bocconi",450,5,18,25,c(9.19416, 45.4487),12.0792132440993,3.89459188811574,67.8
108991059,"1","Centralizzato","Maggiolina, Istria","Cascina dei Pomi",400,3,25,16,c(9.20956, 45.4954),12.102845859935,7.98669244583426,36.6
126194161,"1","Centralizzato","Città Studi, Susa","Città Studi",550,5,27.5,20,c(9.22992, 45.4719),7.02215774201654,1.70034186016352,13.7
126798581,NA,"Centralizzato","Uptown, Cascina Merlata, Viale Certosa","Certosa",445,NA,8.9,NA,c(9.15195, 45.4968),26.0882026267608,1.98162333144304,16.3
111266757,"1","Centralizzato","Corvetto, Rogoredo","Corvetto",500,5,33.3333333333333,15,c(9.21639, 45.4395),6.2328656340179,19.318586044817,68
118598113,"2","Autonomo","Affori, Bovisa","Affori",350,1,13.4615384615385,26,c(9.1689, 45.5097),9.07712110248288,13.2347721920914,24.6
122504286,NA,"Autonomo","Ponte Lambro, Santa Giulia","Santa Giulia",500,NA,33.3333333333333,15,c(9.24192, 45.432),5.44879534668667,23.368288473269,84
121686718,NA,"Assente","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",385,NA,5.5,NA,c(9.21012, 45.4429),6.80857282227901,13.3619901762851,66.5
124327547,"2","Autonomo","Udine, Lambrate","Rubattino",500,5,20,25,c(9.24213, 45.4811),9.84585997022532,3.2064162277433,18.5
127214795,NA,"Centralizzato","Genova, Ticinese","Ticinese",375,NA,5.76923076923077,NA,c(9.17828, 45.4537),8.06351588863541,2.58513584539282,73.7
119111899,NA,"Assente","San Siro, Trenno","San Siro",350,NA,7,NA,c(9.1415, 45.4699),8.83701370251314,4.38797275426788,64.3
126202949,NA,"Autonomo","Cenisio, Sarpi, Isola","Farini",500,NA,25,20,c(9.17654, 45.4968),10.4582180750353,2.91628792144676,27.3
121735696,"2","Centralizzato","Bicocca, Niguarda","Bignami - Ponale",530,5,10.6,8,c(9.21044, 45.5256),2.95220833113176,1.0538940672963,83.7
120182300,"1","Centralizzato","San Siro, Trenno","Gallaratese",550,4,27.5,20,c(9.12217, 45.4973),6.36935213598575,8.7138697091388,49.6
123020689,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Musocco",500,2,20,25,c(9.12481, 45.5019),14.9667214088532,0.573187082716265,39.8
119240531,"1","Autonomo","Precotto, Turro","Precotto",500,NA,27.7777777777778,18,c(9.22749, 45.5124),3.74133730353421,2.66028301921057,55.7
104124299,"2","Autonomo","Centro","Duomo",450,5,25,18,c(9.15964, 45.4607),5.25561941480134,4.49056976076029,80.8
111636083,"2","Centralizzato","Abbiategrasso, Chiesa Rossa","Chiesa Rossa",550,4,27.5,20,c(9.17582, 45.4234),11.6088511714855,1.42182800851413,119
115865621,NA,"Autonomo","Abbiategrasso, Chiesa Rossa","Pezzotti - Meda",500,NA,22.7272727272727,22,c(9.18089, 45.4409),16.8246365809986,2.71816807020313,89.3
108587321,"1","Centralizzato","Pasteur, Rovereto","Pasteur",500,4,25,20,c(9.21197, 45.4913),7.47424582820999,3.89795375470656,28.8
46862117,"1","Centralizzato","Affori, Bovisa","Dergano",230,2,6.57142857142857,14,c(9.17912, 45.5071),2.75194373117185,12.872235345706,28.6
119067247,"1","Centralizzato","Porta Vittoria, Lodi","Martini - Insubria",500,2,9.09090909090909,22,c(9.21935, 45.4508),12.587797722483,0.941754657223795,48.5
112755667,"1","Autonomo","Solari, Washington","Vercelli - Wagner",500,4,50,10,c(9.15972, 45.4658),4.65226092200242,1.79696072282595,73.7
122913344,"1","Autonomo","Abbiategrasso, Chiesa Rossa","Cermenate - Abbiategrasso",450,1,22.5,20,c(9.17801, 45.4368),11.791176568838,0.758281333033614,97
110844339,"2","Centralizzato","Famagosta, Barona","Tre Castelli - Faenza",400,2,40,10,c(9.137, 45.4394),9.52813171313103,8.68127876980721,124.1
114104535,"1","Centralizzato","Solari, Washington","Vercelli - Wagner",480,1,10.6666666666667,20,c(9.15382, 45.4674),2.22989406978064,0.697127842613973,69.7
101105667,"1","Centralizzato","Bicocca, Niguarda","Prato Centenaro",500,3,31.25,16,c(9.19171, 45.5088),11.7789097881539,0.673722372673875,49
118721975,"1","Centralizzato","Affori, Bovisa","Dergano",500,2,7.14285714285714,20,c(9.17668, 45.5036),4.87163039965833,11.8900406387222,25.6
120746708,NA,"Centralizzato","Ponte Lambro, Santa Giulia","Santa Giulia",400,NA,22.2222222222222,18,c(9.2473, 45.4332),11.297060616656,21.1007164310215,89.1
127564338,"1","Centralizzato","Bicocca, Niguarda","Prato Centenaro",480,4,24,20,c(9.20294, 45.5097),4.80439440630936,2.45436741894161,63.5
127669422,"1","Centralizzato","Centrale, Repubblica","Centrale",550,2,7.85714285714286,20,c(9.20951, 45.4889),6.23242395280747,4.05895065240867,26.5
127667132,"2","Centralizzato","Porta Romana, Cadore, Montenero","Porta Romana - Medaglie d'Oro",380,3,8.44444444444444,12,c(9.20584, 45.4514),3.2207220904013,4.01317381917783,54.3
127601384,"2","Centralizzato","Cimiano, Crescenzago, Adriano","Crescenzago",560,5,46.6666666666667,12,c(9.24023, 45.5053),9.21198539562832,16.2702743899333,48.4
127536450,"2","Centralizzato","Forlanini","Quartiere Forlanini",500,4,41.6666666666667,12,c(9.24716, 45.4577),11.131298869826,4.97661364733916,47.5
127534652,"1","Centralizzato","Napoli, Soderini","Tripoli - Soderini",375,4,17.0454545454546,22,c(9.15176, 45.455),1.76853945714341,5.24198372379896,87.9
127529458,"2","Centralizzato","Cenisio, Sarpi, Isola","Farini",550,5,27.5,20,c(9.18838, 45.4967),4.43324032949036,3.64269648194799,40.6
127517522,"1","Centralizzato","Affori, Bovisa","Dergano",560,4,21.5384615384615,26,c(9.18852, 45.503),10.140755975558,0.587569561851474,42
127496784,"2","Autonomo","Abbiategrasso, Chiesa Rossa","Chiesa Rossa",550,5,34.375,16,c(9.17831, 45.4263),6.54886358662689,1.38354542784013,112.5
127426064,NA,"Autonomo","Navigli","Bocconi",360,NA,36,10,c(9.19169, 45.45),11.7624575689205,2.03874613367424,68.9
127534652,"1","Centralizzato","Napoli, Soderini","Tripoli - Soderini",375,4,17.0454545454546,22,c(9.15176, 45.455),1.76853945714341,5.24198372379896,87.9
127529458,"2","Centralizzato","Cenisio, Sarpi, Isola","Farini",550,5,27.5,20,c(9.18838, 45.4967),4.43324032949036,3.64269648194799,40.6
127517522,"1","Centralizzato","Affori, Bovisa","Dergano",560,4,21.5384615384615,26,c(9.18852, 45.503),10.140755975558,0.587569561851474,42
127496784,"2","Autonomo","Abbiategrasso, Chiesa Rossa","Chiesa Rossa",550,5,34.375,16,c(9.17831, 45.4263),6.54886358662689,1.38354542784013,112.5
127426064,NA,"Autonomo","Navigli","Bocconi",360,NA,36,10,c(9.19169, 45.45),11.7624575689205,2.03874613367424,68.9
126620999,"1","Assente","Cenisio, Sarpi, Isola","Farini",500,3,41.6666666666667,12,c(9.1695, 45.496),15.1901570431952,2.32377087473999,21.1
120951688,"2","Assente","Affori, Bovisa","Bovisa",525,4,5.70652173913043,18.4,c(9.1679, 45.4988),18.4071824319682,1.62964985755768,17.2
127519124,"1","Assente","Uptown, Cascina Merlata, Viale Certosa","Certosa",450,4,37.5,12,c(9.1513, 45.4953),23.7047756214025,2.85841955669555,19.5
126837165,"1","Assente","Bicocca, Niguarda","Niguarda",550,3,32.3529411764706,17,c(9.1887, 45.5158),18.3758880237204,3.99702559405094,53.7
126371235,"1","Assente","Udine, Lambrate","Udine",500,4,5.55555555555556,18,c(9.2327, 45.4908),5.21338096447834,11.4103469759761,23.7
127374201,"1","Assente","Famagosta, Barona","Tre Castelli - Faenza",450,3,7.37704918032787,16.2666666666667,c(9.1469, 45.4398),20.9374663464122,10.0251497109503,113.9
126386259,"2","Centralizzato","Bicocca, Niguarda","Ca' Granda",565,5,62.7777777777778,9,c(9.1993, 45.5052),4.1751829667921,2.25776090483904,57.2
127362911,"1","Centralizzato","San Siro, Trenno","San Siro",585,1,5.85,20,c(9.1432, 45.4752),6.17197318877611,3.72025218073915,54.9
126386267,"1","Centralizzato","Cimiano, Crescenzago, Adriano","Cimiano",585,4,39,15,c(9.23587, 45.5024),7.75983251338165,21.5176265974691,42
82006096,"2","Assente","Centro","Carrobbio",450,4,15,20,c(9.1843, 45.459),3.70572214246628,3.28954609885239,62.5
97243928,"1","Assente","Abbiategrasso, Chiesa Rossa","Chiesa Rossa",420,3,5.45454545454545,20.5333333333333,c(9.1819, 45.4305),5.64946789262233,2.40765538638655,109.5
127545574,"1","Assente","Abbiategrasso, Chiesa Rossa","Cermenate - Abbiategrasso",550,5,5.5,16,c(9.1779, 45.4308),1.53387773032184,2.523340036082,105.9
125526603,"1","Assente","Udine, Lambrate","Lambrate",500,3,25,20,c(9.2506, 45.4732),23.0402162262058,15.9036601371668,37
88641345,"1","Assente","Abbiategrasso, Chiesa Rossa","Chiesa Rossa",500,1,9.09090909090909,20,c(9.1823, 45.4311),6.35935218206221,2.31867611559482,101.7
100766783,"2","Assente","Napoli, Soderini","Tripoli - Soderini",500,4,41.6666666666667,12,c(9.1509, 45.4568),3.70754993628861,8.5320818882391,84.3
127553316,"1","Assente","Precotto, Turro","Gorla",550,3,5.67010309278351,25.8666666666667,c(9.2245, 45.5045),3.63820783807995,15.7121015981585,42.2
127099419,"1","Assente","Bicocca, Niguarda","Greco - Segnano",430,3,5.375,21.3333333333333,c(9.2081, 45.5093),9.22616346036451,6.70732047858934,59.2
126635723,"2","Assente","Città Studi, Susa","Città Studi",550,5,5.5,16,c(9.2184, 45.4752),12.4764410919549,2.45908701698366,13.3
127553494,"1","Assente","Precotto, Turro","Gorla",550,3,5.67010309278351,25.8666666666667,c(9.2245, 45.5045),3.63820783807995,15.7121015981585,42.2
126918433,"1","Assente","Bicocca, Niguarda","Prato Centenaro",550,3,36.6666666666667,15,c(9.1917, 45.5088),11.7907720487273,0.675947258298277,49
127506864,"1","Assente","Bisceglie, Baggio, Olmi","Bisceglie",560,2,37.3333333333333,15,c(9.1055, 45.4579),10.0416529678484,31.1511760265131,108.6
127297409,"2","Assente","Precotto, Turro","Turro",520,3,34.6666666666667,15,c(9.2201, 45.4996),1.82515352046746,9.47483992576612,35.3
124773055,"1","Assente","Ripamonti, Vigentino","Vigentino - Fatima",450,3,28.125,16,c(9.2029, 45.4253),32.2662854752457,0.964416156101449,99.8
127611852,"2","Assente","Fiera, Sempione, City Life, Portello","Monte Rosa - Lotto",500,4,41.6666666666667,12,c(9.1466, 45.4813),4.42726230022492,13.9669124832472,45.2
127306223,"2","Assente","Precotto, Turro","Turro",520,3,34.6666666666667,15,c(9.2201, 45.4996),1.82515352046746,9.47483992576612,35.3
126224393,"2","Centralizzato","Bicocca, Niguarda","Bignami - Ponale",550,1,45.8333333333333,12,c(9.2108, 45.5271),1.77165930099214,2.52857163656705,84.9
121313432,"1","Assente","Città Studi, Susa","Casoretto",515,3,5.15,20,c(9.2253, 45.4904),8.98735936516701,11.5627454784955,17.9
123104261,"1","Assente","Famagosta, Barona","Giambellino",580,4,48.3333333333333,12,c(9.1286, 45.4448),4.65576547166873,1.98799952782752,110.4
123744565,"1","Assente","Affori, Bovisa","Dergano",480,3,5.64705882352941,22.6666666666667,c(9.1886, 45.5043),11.2171845461385,2.25106423358401,40.2
126931855,"1","Assente","Abbiategrasso, Chiesa Rossa","Chiesa Rossa",500,3,7.69230769230769,17.3333333333333,c(9.1766, 45.4255),7.8730139766535,1.4517407565938,114.3
127529334,"1","Assente","Affori, Bovisa","Affori",500,3,22.7272727272727,22,c(9.1645, 45.5184),7.23695262758845,27.5782264206156,38.8
122340598,"1","Assente","Cimiano, Crescenzago, Adriano","Crescenzago",450,3,6.42857142857143,18.6666666666667,c(9.2456, 45.5029),4.30004427668905,19.1060382416005,47.4
124344465,"1","Assente","Napoli, Soderini","Piazza Napoli",550,3,8.46153846153846,17.3333333333333,c(9.1539, 45.4511),7.41429164652005,2.00470813403241,94.7
112952107,"1","Assente","Centrale, Repubblica","Centrale",450,4,30,15,c(9.2051, 45.4834),2.99782436689856,2.10744932554946,27.3
126541091,"2","Assente","San Siro, Trenno","San Carlo",500,3,6.66666666666667,20,c(9.1077, 45.4605),10.9002375664293,32.8561418859188,102.8
125282299,"1","Assente","Udine, Lambrate","Lambrate",600,2,10,24,c(9.239, 45.4821),5.80390955610465,2.78400205122866,14.5
127581310,"1","Assente","Uptown, Cascina Merlata, Viale Certosa","Ghisolfa - Mac Mahon",620,4,7.84810126582278,15.8,c(9.1572, 45.493),18.7589314355631,1.84928483284529,24.1
126805389,"1","Assente","Pasteur, Rovereto","Parco Trotter",590,4,8.19444444444444,14.4,c(9.2246, 45.4909),8.20121605882014,10.6225333082107,19.1
127540570,"1","Assente","Uptown, Cascina Merlata, Viale Certosa","Certosa",700,3,10.7692307692308,17.3333333333333,c(9.1518, 45.4967),25.8364842032316,2.23320422016811,16.5
127209807,"1","Assente","Pasteur, Rovereto","Pasteur",650,4,6.31067961165049,20.6,c(9.2122, 45.4892),7.23336390608711,1.95843358584746,25.6
126273839,"1","Assente","San Siro, Trenno","Monte Stella",590,4,7.28395061728395,16.2,c(9.1439, 45.4855),8.42083902701184,11.6801616084785,38.6
127242765,"1","Assente","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",590,4,7.375,16,c(9.2101, 45.4438),5.26447941500887,13.6562205188159,65.4
123344905,"2","Assente","Udine, Lambrate","Ortica",598,4,7.03529411764706,17,c(9.2463, 45.469),14.1026980992741,11.2867658543715,36
127387537,"1","Assente","Solari, Washington","Washington",620,4,6.26262626262626,19.8,c(9.1516, 45.4618),8.43702609147089,9.381728379975,79.3
123705547,"2","Assente","Udine, Lambrate","Udine",700,3,5.83333333333333,20,c(9.237, 45.4908),1.10561032918179,10.4184731344315,26
122375986,"1","Centralizzato","Famagosta, Barona","Barona",625,1,28.4090909090909,22,c(9.1583, 45.4414),12.1626985153311,11.2193682032718,103.7
127069891,"2","Assente","San Siro, Trenno","San Siro",600,4,42.8571428571428,14,c(9.1436, 45.4692),7.46278306776221,3.10407365422892,65
127658490,"1","Assente","Pasteur, Rovereto","Pasteur",670,3,8.375,21.3333333333333,c(9.2178, 45.4905),0.40348346723413,2.71958269086182,24.9
126807801,"1","Assente","Città Studi, Susa","Città Studi",670,3,8.375,21.3333333333333,c(9.2168, 45.486),1.87717606364688,6.25056057422673,17.5
127553380,"2","Assente","Bicocca, Niguarda","Bignami - Ponale",700,5,5.38461538461539,20.8,c(9.2101, 45.5252),3.73775941226407,1.67411376033708,83
127540580,"1","Assente","Uptown, Cascina Merlata, Viale Certosa","Certosa",700,3,11.6666666666667,16,c(9.1516, 45.4954),24.0911743944823,2.62361039208393,19.4
127540624,"3","Assente","Bicocca, Niguarda","Bignami - Ponale",700,NA,5.6,NA,c(9.2094, 45.5265),3.42558595635167,2.7225381209504,82.9
125858751,"1","Assente","Navigli","Bocconi",600,4,37.5,16,c(9.1874, 45.451),9.42452932782458,1.23616910206078,70.5
122661114,"1","Assente","Porta Vittoria, Lodi","Bologna - Sulmona",600,3,7.05882352941176,22.6666666666667,c(9.227, 45.4409),4.43994493092644,18.0840471032188,62.5
114647975,"1","Assente","Famagosta, Barona","Tre Castelli - Faenza",610,4,6.77777777777778,18,c(9.1377, 45.4404),9.73163106008908,6.75338753109151,121.7
127554306,"1","Centralizzato","Città Studi, Susa","Argonne - Corsica",600,4,30,20,c(9.23323, 45.4629),4.67494824637086,1.6328719185342,29.2
127554996,"1","Assente","San Siro, Trenno","San Siro",700,3,7.77777777777778,24,c(9.1438, 45.4736),8.4886744962626,2.43993267684762,57.4
124895169,"2","Assente","San Siro, Trenno","Monte Stella",630,4,5.25,24,c(9.1388, 45.4879),3.92441189159,11.4599948251349,43.8
126714265,"1","Assente","Abbiategrasso, Chiesa Rossa","Pezzotti - Meda",625,3,8.44594594594595,19.7333333333333,c(9.187, 45.4393),19.9619214824109,5.14293984447226,87.9
127289513,"1","Assente","Porta Vittoria, Lodi","Lodi - Brenta",600,3,33.3333333333333,18,c(9.2207, 45.4484),10.1158340643429,3.36516713412262,51.8
127136987,"1","Assente","Maggiolina, Istria","Maggiolina",630,3,52.5,12,c(9.2075, 45.4958),13.1476765759286,7.65902912227173,38.5
127296165,"1","Centralizzato","Bisceglie, Baggio, Olmi","Bisceglie",660,3,41.25,16,c(9.10549, 45.4579),10.0526558950801,31.1567335027989,108.6
126779791,"1","Assente","Affori, Bovisa","Bovisa",600,3,8.21917808219178,19.4666666666667,c(9.1615, 45.5034),22.3307196116724,4.87783092397745,7.3
127220589,"1","Assente","San Siro, Trenno","Gallaratese",630,4,6.5625,19.2,c(9.1051, 45.5005),4.47024128454034,19.6768174183228,70.5
126917383,"1","Autonomo","Quadronno, Palestro, Guastalla","Quadronno - Crocetta",660,4,7.25274725274725,18.2,c(9.1986, 45.4542),5.15051825578097,3.13605452417075,58.1
126916635,"2","Autonomo","Città Studi, Susa","Città Studi",630,5,42,15,c(9.22085, 45.4753),11.0240482163558,0.623388393711188,9.5
126984905,"2","Autonomo","Centrale, Repubblica","Centrale",630,5,5.29411764705882,19.04,c(9.20305, 45.4905),2.92742565944629,2.3800437333415,35.6
126984915,"1","Autonomo","Solari, Washington","Dezza",650,4,9.70149253731343,13.4,c(9.1592, 45.4575),1.84151295841587,5.83819960217173,86.2
126917133,"3","Autonomo","Cenisio, Sarpi, Isola","Isola",630,5,42,15,c(9.19945, 45.4901),1.7644872553065,5.86764610691632,36.3
126984917,"1","Autonomo","Bande Nere, Inganni","Gambara",620,5,6.81318681318681,14.56,c(9.14358, 45.4633),2.88088567674738,9.92506092537499,75.8
126915525,"1","Autonomo","Cimiano, Crescenzago, Adriano","Crescenzago",665,4,7.38888888888889,18,c(9.24038, 45.5053),9.02981660541157,16.1989108313452,47.8
126916615,"1","Autonomo","Bande Nere, Inganni","Gambara",630,4,7.68292682926829,16.4,c(9.14359, 45.4628),3.73034001143834,10.505925409827,76.5
126917655,"3","Autonomo","Cenisio, Sarpi, Isola","Isola",630,5,42,15,c(9.19945, 45.4901),1.7644872553065,5.86764610691632,36.3
126917517,"2","Autonomo","Solari, Washington","Vercelli - Wagner",665,4,44.3333333333333,15,c(9.16221, 45.4653),5.3754329276512,1.84424292833468,76.5
126915529,"1","Autonomo","Maggiolina, Istria","Maggiolina",675,5,6.75,16,c(9.20184, 45.4997),5.78758519062277,5.56213132862639,49.7
126917623,"2","Autonomo","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",615,5,41,15,c(9.21026, 45.4441),4.72295619779188,13.9018342360335,65.2
126916985,"2","Autonomo","Bicocca, Niguarda","Ca' Granda",635,3,42.3333333333333,15,c(9.20256, 45.5058),3.05497278128588,2.55286140090128,58.3
126916187,"2","Autonomo","Bande Nere, Inganni","Bande Nere",600,5,5.71428571428571,16.8,c(9.13124, 45.4597),2.46593587786857,23.1239639279399,85.6
126917635,"2","Autonomo","Genova, Ticinese","San Vittore",630,5,42,15,c(9.1703, 45.4602),2.84002362624467,5.00101197987493,75.9
126917267,"3","Autonomo","Cenisio, Sarpi, Isola","Isola",630,5,42,15,c(9.19945, 45.4901),1.7644872553065,5.86764610691632,36.3
126916463,"1","Autonomo","Bande Nere, Inganni","Gambara",665,4,7.47191011235955,17.8,c(9.14358, 45.4633),2.88088567674738,9.92506092537499,75.8
126917629,"1","Autonomo","Solari, Washington","Washington",695,5,5.47244094488189,20.32,c(9.1525, 45.4621),8.34982773369008,8.64092413529244,78.6
126917333,"2","Autonomo","Centrale, Repubblica","Melchiorre Gioia",620,5,41.3333333333333,15,c(9.19897, 45.486),4.91865175426528,2.91955954231593,35.6
126917271,"2","Autonomo","Bande Nere, Inganni","Primaticcio",690,5,46,15,c(9.1275, 45.457),4.72480736000685,20.7740904432042,92
126917055,"2","Autonomo","Affori, Bovisa","Affori",600,5,5.30973451327434,18.08,c(9.17352, 45.5173),6.54048113433048,22.2618643506441,38.7
126915541,"2","Autonomo","Affori, Bovisa","Affori",695,5,6.31818181818182,17.6,c(9.17477, 45.513),1.35401605726726,19.5914564025716,34.1
126917091,"2","Autonomo","Porta Romana, Cadore, Montenero","Porta Romana - Medaglie d'Oro",685,5,45.6666666666667,15,c(9.20376, 45.4527),2.13180461010036,2.38082082176572,53.6
126917377,"2","Autonomo","Famagosta, Barona","Giambellino",595,5,5.04237288135593,18.88,c(9.14046, 45.4501),3.88570612373661,4.14016453425667,99.4
126916895,"1","Autonomo","Centrale, Repubblica","Morgagni",685,4,5.39370078740157,25.4,c(9.21442, 45.4734),10.5672177174255,0.321562578231493,17.5
126917453,"2","Autonomo","Solari, Washington","Vercelli - Wagner",685,5,5.26923076923077,20.8,c(9.16153, 45.4663),3.508689073979,0.733650700465045,74.6
126917565,"1","Autonomo","Abbiategrasso, Chiesa Rossa","Pezzotti - Meda",630,4,7.875,16,c(9.18289, 45.4387),16.5163496145816,1.86835465445407,91.3
123366843,"2","Assente","Affori, Bovisa","Bovisa",600,3,6,20,c(9.1651, 45.5024),18.4548418381273,0.276616034359099,11.5
126917667,"3+","Autonomo","Affori, Bovisa","Dergano",685,5,45.6666666666667,15,c(9.18211, 45.5012),7.04595608793902,6.72840014888654,33.9
126916673,"2","Autonomo","Centrale, Repubblica","Centrale",680,5,5.6198347107438,19.36,c(9.21353, 45.4869),3.97798726897564,2.36455684601662,21.3
126917337,"2","Autonomo","Udine, Lambrate","Udine",615,5,41,15,c(9.23447, 45.4901),3.73788698681335,9.53185929754807,22.9
126917259,"1","Autonomo","Città Studi, Susa","Plebisciti - Susa",630,4,6.05769230769231,20.8,c(9.21759, 45.471),5.3010822365483,3.50994874001973,18.4
126916949,"3","Autonomo","Cenisio, Sarpi, Isola","Isola",675,5,45,15,c(9.18932, 45.4897),4.34582751872462,1.94638770319659,45.7
126917747,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",590,4,7.28395061728395,16.2,c(9.13777, 45.4541),6.84586835265483,11.2750308379705,94.9
112965541,"1","Assente","Cimiano, Crescenzago, Adriano","Cimiano",600,3,7.31707317073171,21.8666666666667,c(9.2348, 45.4978),7.87699224535983,22.63601383518,33.9
126917571,"1","Autonomo","San Siro, Trenno","Monte Stella",640,5,6.4,16,c(9.13976, 45.4855),3.44208274355609,14.3754453648691,44.1
126917481,"1","Autonomo","Bande Nere, Inganni","Gambara",615,4,10.4237288135593,11.8,c(9.14434, 45.4623),4.81005714527675,10.5401264919321,77.5
126916819,"2","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Certosa",600,5,6.12244897959184,15.68,c(9.15181, 45.4906),16.1574992777769,1.22950503923665,28.7
124776613,"1","Centralizzato","Ripamonti, Vigentino","Vigentino - Fatima",630,2,9.69230769230769,26,c(9.2032, 45.4266),32.1300607637002,1.44694548060869,97.5
126915511,"1","Autonomo","Affori, Bovisa","Bovisa",685,5,6.85,16,c(9.1657, 45.5038),17.168804236174,2.3111537312373,11.2
126917381,"2","Autonomo","Centrale, Repubblica","Buenos Aires",690,5,6.10619469026549,18.08,c(9.21355, 45.4841),2.85384710367116,4.9975672569961,18.5
126917031,"1","Autonomo","Solari, Washington","Dezza",630,4,9.40298507462687,13.4,c(9.1592, 45.4575),1.84151295841587,5.83819960217173,86.2
126917733,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",665,5,7.64367816091954,13.92,c(9.14007, 45.4517),2.86636327958224,6.27855247851335,96.2
126915733,"1","Autonomo","Porta Romana, Cadore, Montenero","Montenero",605,5,6.95402298850575,13.92,c(9.20963, 45.4613),11.6704334258243,2.32986878530755,39
126915547,"1","Autonomo","San Siro, Trenno","Gallaratese",630,5,6.3,16,c(9.11939, 45.4902),6.46581280734079,20.9487339790423,56.6
126916507,"1","Autonomo","Bande Nere, Inganni","Gambara",650,4,7.92682926829268,16.4,c(9.14359, 45.4628),3.73034001143834,10.505925409827,76.5
