"station_id","station_name","capacity","lon","lat"
1,"Duomo",24,9.18914146264194,45.4647459734151
3,"San Babila Bis",24,9.19725017347506,45.4662661365004
4,"Cadorna 1",21,9.17566167305518,45.4680028649026
5,"Lanza",24,9.18197005904563,45.4722739800244
6,"Universita' Cattolica",24,9.17641155359659,45.4631209673857
7,"San Giorgio",24,9.1836660585883,45.4608878808721
8,"Santa Maria Beltrade",24,9.18674532661153,45.4628482499764
9,"Velasca",24,9.19029606587834,45.4601004266848
10,"S. Stefano",18,9.19523943428229,45.4623701589561
11,"Missori",21,9.18824619107113,45.4613185926076
12,"Castello - Acquario civico",18,9.17931955959552,45.4725170134931
13,"San Lorenzo - ""Colonne""",24,9.18162695308975,45.4586034459982
14,"Senato",18,9.19753424893044,45.470505931763
15,"San Barnaba H Mangiagalli",21,9.19844769773138,45.4595137452707
16,"Cantore",24,9.17267437155535,45.4558736615522
17,"Moscova",24,9.18453382760901,45.4775449862609
18,"Legnano Arena civica",18,9.18088607916875,45.4771483210653
19,"Tommaseo",24,9.16665200748942,45.4695563984612
21,"Italia - Santa Sofia",24,9.18744983532436,45.4557418435866
22,"Erculea",21,9.18964481899844,45.4590957965275
23,"Universita' Bocconi",24,9.19040924007088,45.4486325673032
24,"Medaglie d'Oro 1",21,9.20335042234348,45.4516120194936
25,"Regina Margherita",24,9.20530076670099,45.458250471922
27,"Tricolore",24,9.2060225655432,45.4678144793748
28,"Centrale 1",24,9.20249256366147,45.4854101879474
29,"Centrale 2",24,9.20424424701197,45.4845393174548
30,"Porta Venezia",24,9.20453150777939,45.4746355492469
31,"San Giovanni sul Muro",24,9.18143258067882,45.4675657052945
32,"San Pietro in Gessate",24,9.20139318404946,45.4623917403907
33,"Crocetta",21,9.19571751984613,45.4562244456914
34,"Brenta MM",36,9.21929618593966,45.4426816786502
36,"Manin - Bastioni",30,9.19831572335418,45.4768598349889
37,"Triennale",24,9.17365222212234,45.471813906155
38,"Cairoli",21,9.18215375148315,45.4676530174474
39,"Torino - Carrobbio",21,9.18188332228105,45.4604909904862
40,"San Vito",24,9.18372934798514,45.4592409041432
41,"Italia - San Martino",24,9.18697241044836,45.4531611964618
42,"XXIV Maggio",24,9.17955442498304,45.4522205956888
43,"XXV Aprile",24,9.18667417407879,45.4801729977745
44,"Morozzo della Rocca",24,9.16893363778208,45.463971623871
45,"Conciliazione",18,9.16696608859796,45.4677127611873
46,"San Pietro all'Orto",24,9.19557288584942,45.4662049385805
47,"Festa del Perdono",24,9.19477082446851,45.4614058803677
48,"Richini",24,9.19301237029976,45.4594363384397
49,"Cantu'",21,9.18666064842153,45.4641772256409
50,"Porta Nuova",24,9.1928366822404,45.4800400879457
51,"Gorizia 1",24,9.1775219708562,45.4523249723112
52,"Gorizia 2",21,9.17762495092264,45.4522159171895
53,"Meda",24,9.19306081939228,45.4663964944757
54,"Beccaria",24,9.19466659425635,45.464388497846
55,"Santa Maria delle Grazie",24,9.16962083000828,45.4667167642863
56,"Vittor Pisani",24,9.1992123148604,45.4805077955683
57,"Palestro 1",24,9.2018319254924,45.4722871789585
58,"Sant'Eustorgio - P.ta Ticinese",24,9.18083834052123,45.4551905595589
59,"Cinque Giornate",24,9.20701931913115,45.4626690482732
60,"Bastioni di Porta Venezia",24,9.20050143838774,45.4759730884453
61,"Brera",24,9.1876412490686,45.4715912829841
62,"Sant'Agostino",24,9.16956176250093,45.4589836722327
63,"Palestro 2",24,9.20157581411728,45.4724170820501
64,"Edison",24,9.18351452172418,45.4643338416991
66,"Augusto",24,9.19839115246277,45.4632558423298
67,"Treves",24,9.18678789945446,45.4750450086761
70,"Bertarelli",24,9.18749324962753,45.4585868687334
71,"Cavour",27,9.19634051699222,45.4730162025715
72,"Repubblica",24,9.19654525393701,45.4790811052925
73,"Rotonda della Besana",24,9.20544600774666,45.4606047447182
74,"S. Nazaro in Brolo",24,9.19264470604849,45.4583022092336
75,"Fatebenefratelli",30,9.19011422278682,45.4731500885781
76,"Medaglie d'Oro 2",18,9.20300063645409,45.4518484608756
77,"Cardinal Ferrari",21,9.19276821062691,45.4567089303362
78,"Majno - Baretti",24,9.20491361564011,45.4714975993172
79,"Dante - San Tomaso",15,9.18408077662606,45.4670760525983
80,"Cusani",24,9.18500603358196,45.4687496188803
81,"Mentana",24,9.1819568612882,45.4617789971663
82,"Sant'Angelo - P.ta Nuova",24,9.19180363864134,45.4767277123014
83,"Aquileia",24,9.16337125843968,45.4608561959507
84,"Baracca",24,9.1654917379883,45.4667126686259
85,"Manzoni",24,9.19238958172029,45.4712411794237
86,"Universita' Bocconi 2 - Bach",30,9.19090907178913,45.4482792437515
87,"Dell'Umanitaria",24,9.20062949637532,45.4581592054213
89,"Rastrelli - Pecorari",24,9.19104241813533,45.4623558238128
90,"Cadorna 2",24,9.1761617927035,45.4690435896559
91,"D'Ancona",21,9.1758064833894,45.465702722018
92,"Mascagni",24,9.20311544438376,45.4653970789922
93,"Porta Genova",27,9.16963851975668,45.452907382235
94,"Beatrice d'Este - Cassolo",24,9.19756632637691,45.4522281453522
95,"Patellani",24,9.19415243714796,45.4516663065257
96,"Gioia - Vespucci",24,9.19167000740838,45.4813927219471
97,"Gioia - Pirelli",24,9.19590245563336,45.4840427576122
98,"Cordusio - Casati",30,9.18550651064368,45.4654854968164
99,"Borgogna",30,9.19978661686941,45.465844049864
100,"Cadorna 3",30,9.17626278083025,45.4680710993719
101,"De Amicis - Conca Del Naviglio",21,9.17864909435831,45.4582844864473
103,"Donizzetti ""Provincia""",24,9.20445646688143,45.4673355376899
105,"Molino delle Armi",30,9.18232795432304,45.4569941558023
106,"San Marco",24,9.18923664839683,45.4787687300196
107,"Arco della Pace 1 - Bertani",24,9.17344894756284,45.4762001620338
108,"Palazzo Marino - Caserotte",36,9.19134934468477,45.4667660334144
109,"Gadio - Paleocapa",30,9.17563661533558,45.4700860948513
110,"Arcivescovado",24,9.19315308785642,45.4637941812566
111,"Arco della Pace 2 - Pagano",24,9.17165611710774,45.4750360320832
112,"M. Gioia - ""Regione""",36,9.19680009901588,45.4861564317595
113,"Piazzale Lodi",33,9.20990598336662,45.4477485629867
114,"Restelli - Galvani RL 1",36,9.19463367431522,45.4873063421315
115,"S. Gioachimo",39,9.19701044940359,45.4808761696072
116,"Tunisia - Cozzi",27,9.20157605827651,45.4789654244469
117,"Tunisia Lecco Bellintani",30,9.20475566650323,45.4774609285355
118,"S. F. Romana",36,9.20849477586325,45.4763382031091
119,"B. Marcello - Boscovich",36,9.20755217712878,45.4802216083428
120,"Napo Torriani De Lellis",27,9.2032265400917,45.4825354496047
121,"Buenos Aires - Lima",24,9.21136641614659,45.4803697506539
122,"Buenos Aires - Argentina",36,9.21476503432634,45.4838137754708
123,"Caiazzo",36,9.20914188800021,45.4852544746166
124,"Morgagni - Redi",24,9.21187964593789,45.477850743725
125,"Bacone - Monteverdi",36,9.21493505113988,45.481473385322
126,"VIII novembre - Ramazzini",36,9.21115780755742,45.4750978970309
127,"Settembrini - Vitruvio",33,9.2069119040996,45.4825541034042
128,"F. Filzi",30,9.20042321771546,45.4844537922714
129,"Melchiorre Gioia - Galvani",27,9.19795936478005,45.4866935891275
130,"Bassini - Grossich",36,9.23488626783272,45.4809411379215
131,"Castel Morrone - M.A. di Savoia",36,9.21457606056587,45.4725794999658
132,"Porta Venezia 2",36,9.20511734445585,45.4750741000865
133,"Fratelli Bandiera",36,9.2105391293119,45.4705455146574
134,"Modena - Castel Morrone",36,9.21424528011971,45.4708567009812
135,"Risorgimento",36,9.21077866964668,45.4681594231859
136,"Indipendenza - Castel Morrone",36,9.21434294218204,45.4682797929447
137,"Fiamma",36,9.2113794299691,45.464603663579
138,"XXII Marzo",36,9.21247392803793,45.4621587143397
139,"Emilia - Piceno",36,9.2160685308363,45.4625087286816
140,"Bronzetti - Archimede",36,9.21458261323103,45.4653250655976
141,"Dateo",36,9.21665548983287,45.4684480627865
142,"Teodosio - Porpora",30,9.23002197139511,45.4863651794373
143,"Muratori - Umbria",30,9.21233242700334,45.4508551651902
144,"Monte Nero - Spartaco",27,9.20767433813961,45.460141934322
145,"Sempione - RAI",36,9.16672518845884,45.4794771062934
146,"Cadore - Pinaroli",36,9.21313248692476,45.4583046888383
147,"Lazio - Vasari - Morosini",30,9.20804685949039,45.4552395450341
148,"Cirene - Friuli",24,9.21248127208611,45.453441380199
149,"Caldara - Curtatone",24,9.20293228663047,45.4551483243565
150,"Tiraboschi - Muratori",27,9.20868998917877,45.452224397063
151,"Lodi - Papi",21,9.20675529374742,45.4499619625557
152,"Brescia",36,9.14542510702829,45.4716011230363
153,"Lombardia - Vallazze",30,9.22371702740042,45.48412143497
154,"Crema - Giulio Romano",30,9.20273477554045,45.4480630300258
155,"Ripamonti - Bellezza",30,9.19722444601767,45.4488049862148
156,"Bocconi 3 - I. Aragona",33,9.19054142035401,45.4511752342547
157,"Bonomelli",36,9.21349817064829,45.4406552956463
158,"Sraffa",36,9.18606984459942,45.4483381215112
159,"Balilla - Tibaldi",36,9.18264266080066,45.4446307039765
160,"San Gottardo - Gentilino",36,9.18009394073704,45.4489167133913
161,"Segantini - Darwin",36,9.172744667776,45.4457543778868
162,"Ascanio Sforza - Pavia",36,9.17749261681541,45.4473650127269
163,"Naviglio Pavese - Torricelli",36,9.17636991814877,45.4442080282933
164,"Arcole - Argelati",36,9.1727070129327,45.4496360879833
165,"Roncaglia - Washington",36,9.1543483167396,45.4588018699934
166,"Naviglio Grande - Valenza",36,9.16745057414257,45.4498071842564
167,"Gorini - Strambio",36,9.23101716173389,45.4733888949005
168,"Zara M3",36,9.19185266348802,45.4914930334017
169,"Coni Zugna - Solari",36,9.16799793536571,45.4570652694791
170,"Piola",36,9.22465005652749,45.4806598943747
171,"Rosario",36,9.16263180961156,45.454882763688
172,"Bergognone - Tortona",36,9.16506711939659,45.4523097691589
173,"Savona - Tolstoj",36,9.15121223991229,45.4500096681634
175,"Dezza - Caravaggio",36,9.16273600788539,45.4595284909524
176,"Foppa - Caravaggio",36,9.16194482773396,45.458064641068
177,"Vesuvio - Lipari",36,9.15954743786608,45.4594018921685
178,"S. M. del Carso",33,9.16350067072644,45.4634483680903
179,"Elba - Cimarosa",33,9.15739463134994,45.4632559975899
180,"Napoli - Washington",30,9.15478927067963,45.4545997214765
181,"Vercelli - Cherubini",36,9.15943542858168,45.467010068102
182,"Vercelli - Piemonte",36,9.15541624415499,45.4670843049298
183,"Pagano - Guido d'Arezzo",36,9.16047042541817,45.4681849982119
184,"Buonarroti",36,9.15541758083377,45.4708309700999
186,"V Alpini",30,9.1678075738559,45.4722453886727
187,"Giovanni XXIII",36,9.16418762406705,45.4749300351646
188,"Canova - Sangiorgio",30,9.16835765954375,45.4753176296769
189,"Sempione - Melzi d'Eril",27,9.16972869690724,45.477811607302
190,"Melzi d'Eril - Cagnola",36,9.1729192599537,45.4783084254673
191,"Domodossola FNM - Filelfo",36,9.16284888171113,45.4803855953606
192,"Porta Volta",33,9.18226424366632,45.4800728031693
193,"Santissima Trinita'",35,9.17632909805485,45.4780879844973
194,"Procaccini - Gramsci",36,9.16834498031825,45.4819773908081
195,"Sarpi - Albertini",24,9.17226513244498,45.481003752924
196,"Sarpi - Niccolini",24,9.17814981799761,45.4816361775104
197,"Procaccini - Cimitero Monumentale",36,9.17720000460791,45.4838929362926
198,"Milizie - Tortona",30,9.15611202284366,45.4504282165945
199,"Farini - Quadrio",36,9.18211114460686,45.4839583329901
200,"Col di Lana - Col Moschin",36,9.18455421688652,45.4518116056173
201,"Garibaldi - Pepe",30,9.18504637822821,45.4867229105366
202,"Borsieri - Confalonieri",36,9.18838253916559,45.4854243277358
203,"Pola RL",27,9.19324865991372,45.4891006075726
204,"Lagosta",36,9.19084629891057,45.4890776740139
205,"Garibaldi - Sturzo",30,9.18850636179006,45.4838138827758
207,"Galvani - Restelli - RL",27,9.19668735327182,45.4876817783264
208,"P.zza Luigi di Savoia",36,9.20619783745419,45.4849713099322
209,"IV Novembre",36,9.20373955562543,45.4873436065429
210,"Marche - Zara",30,9.19402867264323,45.4957006935816
211,"Taramelli RL",36,9.1937689104746,45.4906578308953
212,"Valtellina - Farini",36,9.18223528151397,45.4890493100198
213,"Teodosio - Pacini",30,9.23005987358214,45.4829403461641
214,"Friuli",36,9.21367992110094,45.4548876665146
215,"Loreto 1",36,9.21741899942956,45.4857389191212
216,"Brianza - Venini",36,9.21266792724705,45.4877880150285
218,"Aspromonte - Pecchio",36,9.2193930268031,45.4839716449106
219,"Verrocchio - Juvara",36,9.21976443563182,45.4732568781054
220,"Novelli - Carnaghi",36,9.22057201064443,45.4708070584028
221,"Susa - Sidoli",30,9.22398080535662,45.4688693482605
222,"Politecnico",36,9.22615832776125,45.4786595851325
223,"Romagna - Pascoli",36,9.22435434552514,45.4764868486404
226,"Rio De Janeiro - Sarto",24,9.22362561140241,45.472590987662
227,"Firenze",30,9.15585510833189,45.4873787119498
228,"Sempione - Castelvetro",36,9.16251778625843,45.4835450553924
229,"Accursio - Portello",36,9.14589035750313,45.4909091495159
230,"Durante - D'Aviano",30,9.22210745177186,45.4887993780679
231,"VI Febbraio",30,9.16059430769365,45.4767878407034
232,"Chiesa - E. Filiberto",30,9.15658299604855,45.4848166160927
233,"Lotto",30,9.14333442267357,45.4798691586056
234,"Zavattari - Tempesta",27,9.14366193006111,45.4758749570553
236,"QT8 - Isernia",30,9.13701294671877,45.4866722018219
239,"De Angeli - R. Sanzio",36,9.1505628868489,45.4670635305835
240,"Mac Mahon - Artieri",24,9.15497735732457,45.4958776873791
242,"Certosa - Monteceneri",30,9.1518656639509,45.4897383033252
243,"Mac Mahon - Caracciolo",30,9.16101212678968,45.4912213021588
244,"Caneva - Tolentino",24,9.16073263090438,45.4881918941138
245,"Govone - Borgese",27,9.16899962716074,45.4884101177523
246,"Marussig - Castelvetro",30,9.16608900030965,45.4863790663837
248,"Stuparich - Albani",27,9.1442206648055,45.4829208662896
253,"Teodorico - Gattamelata",24,9.15153709428658,45.484458329861
254,"Vigliani - Scarampo",30,9.14823556255562,45.4824678538159
255,"Castelli - Ailanti",27,9.15210124029722,45.4994515783873
256,"Villapizzone FFSS - Lambruschini",30,9.15263149819867,45.5023805336921
257,"Bovisa - Lambruschini",30,9.15856547964154,45.5021069535975
258,"Bovisa Passante 1 - Alfieri",30,9.16078787330322,45.5027404006554
259,"Bausan - Brofferio",27,9.16480770990738,45.5026539723763
260,"Nigra - Castellini",27,9.1705908210623,45.4962626539066
261,"Lancetti Passante - Maloja",30,9.17645904478891,45.4948428917748
262,"Valtellina - Aprica",24,9.1824397573764,45.4930102317714
263,"Maciachini - Marche",30,9.18690504560677,45.4980657511098
264,"Amendola M1",36,9.15171093656574,45.4736368541253
265,"Baldinucci - Maffucci",24,9.16920845083182,45.5035016929365
266,"Imbonati - Dergano M3",36,9.17986293949095,45.5053901095926
267,"Livigno - Monte San Genesio",30,9.17844971962096,45.5001570231608
268,"Castello",30,9.17945013256612,45.4686759328333
270,"Sauli - Battaglia",30,9.21330079418991,45.491078045352
272,"Arduino",30,9.15126618595805,45.4771175319485
276,"Stelvio - Farini",30,9.18496259975248,45.4947927640544
286,"Murat - Villani - Milano Sport",30,9.19064159820708,45.4996127243369
287,"Stefini - Ressi",30,9.20300044849266,45.496822295707
288,"Dergano",24,9.17692318334397,45.5031651749659
289,"Reni - Guardi",30,9.22589229495103,45.4706418513897
299,"Gioia - Cassina de Pomm",30,9.20814041576959,45.4966680175114
304,"Toscana - Leoni",30,9.19368549165096,45.4461520665971
305,"De Angeli - Ripamonti",30,9.19837641258529,45.4433211879868
306,"Benaco - Brembo",30,9.21201218274661,45.4443676651093
307,"Adamello - Lorenzini",30,9.20310454374651,45.4434134589654
308,"Spadolini - Centro Leoni",30,9.18966073021135,45.4430989151518
310,"Piazzi - Bernina",24,9.18107523359061,45.4944960524885
312,"Carlo Magno - Alcuino",30,9.15581845312145,45.4815012168794
313,"Istria M5 - F. Testi",30,9.1983569421288,45.5017212513752
314,"De Marchi - Lucini",30,9.2088980371485,45.500269158241
315,"De Marchi - Bottelli",30,9.21134615279443,45.5033634052651
316,"Ca Granda - F.Testi",30,9.20001802465614,45.5067075715084
318,"Ospedale Maggiore",30,9.18966980375204,45.5084423613964
320,"Alserio - Cola Montano",30,9.18567547487256,45.4910385518198
321,"Gioia - Cagliero",30,9.20594634036845,45.4935805958644
323,"Piazzale Nizza",27,9.18877273517422,45.5034053285299
324,"Bicocca M5 - Pulci",30,9.20597147325405,45.5141619040442
325,"Temolo - Innovazione",30,9.21074169367722,45.5113698598897
326,"Staz. Greco Pirelli - Cozzi",30,9.21347902926282,45.512708496231
327,"Romolo M2",36,9.16760490710569,45.4435437097027
328,"Arcimboldi - Innovazione",30,9.21390298924411,45.5158318522202
329,"Pirelli - UNI Bicocca",24,9.21287588033878,45.5186002417705
330,"Bussero - F. Testi",30,9.20694646102134,45.5187558418327
331,"Chiese - F. Testi",30,9.21034041235498,45.5223459874443
332,"Suzzani - Arezzo",30,9.20938459235708,45.526870965994
336,"Molino Dorino M1",30,9.09423595630277,45.5051119189702
338,"Sardegna - Sicilia",30,9.15282093502147,45.4638267820929
339,"Lunigiana-Sammartini",30,9.20722507042734,45.4908047735104
340,"Garibaldi 2 - Sturzo",24,9.18831205685516,45.4836051076518
342,"Corvetto - Polesine",30,9.22398094395068,45.439681005921
343,"Cuoco - Monte Cimone",30,9.2250002180769,45.450471572941
344,"Bologna",30,9.22363075488482,45.4446024371442
345,"Ortles - Ripamonti",30,9.2005142061438,45.4388559096155
346,"Beccaria 2 - Bersaglieri",33,9.19500692554195,45.4633089154003
347,"Duomo 2 - Foscolo",33,9.19097884462536,45.4647459717866
348,"Cordusio",30,9.18621423963653,45.4654754363329
350,"Foro Buonaparte",30,9.17844863061629,45.4676718216792
352,"Giambellino - Odazio",30,9.1352126205592,45.4471657604131
353,"Ciceri Visconti - Martini",36,9.22022443197232,45.4553766318151
354,"Insubria - Bruno",27,9.2211571842039,45.4524446535068
355,"Tertulliano - Caroncini",27,9.21801478529387,45.4493190225136
356,"Passerini - Belloveso",30,9.19338364292723,45.5153455165897
357,"Bottini 2 - Lambrate M2",24,9.23570333379701,45.4850033635189
358,"Tripoli",30,9.14977973964432,45.459593636374
359,"Fezzan - Forli'",30,9.14622537863905,45.4596262265068
361,"Carlini - D'Alviano",30,9.14215754147811,45.4530313356414
362,"Velasquez - Osoppo",27,9.14121042137412,45.467587355933
363,"Tolstoi - Lorenteggio",30,9.14929603527088,45.4538286576586
364,"San Giminiano - Tuberose",30,9.13611044277812,45.4588424662214
365,"Primaticcio - Corba",30,9.13335386219688,45.4530558834786
367,"Solderini - Provincia di Milano",30,9.14221881251799,45.4566187179599
368,"Brunelleschi - Giambellino",24,9.14443342680693,45.4490399168567
371,"Tirana - San Cristoforo",36,9.13029862666393,45.4429848874869
372,"Inganni - Lorenteggio",24,9.1279069042277,45.4473552543959
373,"San Gimignano - Soderini",27,9.135783677845,45.4542579071839
374,"Inganni - Corba",30,9.1259212394121,45.4510253925048
375,"Inganni M1 - Zurigo",30,9.12279386957162,45.457070173699
