id,heating,macrozone,microzone,latitude,longitude,photo_count,price,sqm,n_rooms,n_bath,floor_num,has_elevator,feat_arredato,feat_balcone,feat_ascensore,feat_lavatrice,feat_aria_condizionata,feat_portineria,feat_terrazzo,feat_giardino,feat_lavastoviglie
126619903,Assente,"Uptown, Cascina Merlata, Viale Certosa",Ghisolfa - Mac Mahon,45.4926,9.1559,22,500,19,2,1,5,0,0,1,0,0,0,0,0,0,0
126615641,Assente,"Cimiano, Crescenzago, Adriano",Quartiere Adriano,45.518,9.2452,30,490,134,6,2,3,0,0,1,0,1,0,0,1,0,0
127211377,Assente,"Bisceglie, Baggio, Olmi",Bisceglie,45.4548,9.1061,14,440,110,5,1,3,0,0,1,0,1,0,0,0,0,0
126058339,Assente,Forlanini,Quartiere Forlanini,45.4603,9.2469,12,490,120,5,2,0.5,0,0,1,0,1,0,0,0,0,0
127018185,Assente,"Precotto, Turro",Turro,45.499,9.2212,20,550,145,6,2,5,0,0,0,0,1,0,0,0,0,0
127368393,Assente,"Bande Nere, Inganni",Piazzale Siena,45.465,9.1354,43,490,192,6,3,7,0,0,1,0,1,0,0,0,0,0
126175263,Assente,"Bande Nere, Inganni",Gambara,45.4632,9.1436,19,550,86,4,1,3,0,0,0,0,1,0,0,0,0,0
127213847,Assente,"Uptown, Cascina Merlata, Viale Certosa",Ghisolfa - Mac Mahon,45.4898,9.1527,20,570,100,5,1,7,0,0,1,0,1,0,0,0,0,0
125127515,Assente,"Affori, Bovisa",Dergano,45.5001,9.1722,17,490,90,5,2,1,0,0,0,0,1,0,0,0,0,0
126845023,Assente,"Bande Nere, Inganni",Inganni,45.4563,9.1194,15,580,130,4,1,3,0,0,1,0,1,0,1,1,1,1
122984848,Assente,"Centrale, Repubblica",Buenos Aires,45.4785,9.2031,21,550,172,6,2,3,0,0,1,0,1,1,1,0,0,0
123675599,Assente,"Centrale, Repubblica",Buenos Aires,45.4849,9.2096,23,580,138,4,2,3,0,0,1,0,1,0,1,0,0,1
127519816,Assente,"Pasteur, Rovereto",Rovereto,45.4953,9.2192,21,450,110,4,1,4,0,0,0,0,1,0,1,0,0,1
123586715,Centralizzato,"Udine, Lambrate",Udine,45.4929,9.2393,10,400,16,1,1,NA,NA,1,0,0,0,0,0,0,0,0
126041939,Autonomo,"Bisceglie, Baggio, Olmi",Quarto Cagnino,45.4725,9.1113,10,490,9,1,1,NA,NA,1,0,0,0,0,0,0,0,0
126041677,Centralizzato,"Città Studi, Susa",Città Studi,45.4859,9.2256,10,420,10,1,1,NA,NA,1,0,0,0,0,0,0,0,0
126041639,Centralizzato,"Città Studi, Susa",Casoretto,45.4874,9.2245,10,500,16,1,1,NA,NA,1,0,0,0,0,0,0,0,0
116376057,Assente,"Affori, Bovisa",Affori,45.5185,9.1671,23,540,16,3,1,1,0,0,1,0,1,0,0,0,0,0
123690607,Assente,"Bande Nere, Inganni",Primaticcio,45.4617,9.1265,23,500,110,4,1,7,0,0,1,0,1,1,1,0,0,1
125348163,Assente,"Bicocca, Niguarda",Niguarda,45.5168,9.1967,11,450,153,5,2,2,0,0,1,0,1,0,1,0,0,1
127513642,Autonomo,"Bande Nere, Inganni",Gambara,45.463,9.14258,26,455,71,4,1,4,1,0,0,0,0,0,0,0,0,0
127541900,Autonomo,"Solari, Washington",Vercelli - Wagner,45.4692,9.15634,25,450,164,6,2,1,0,0,0,0,0,0,0,0,0,0
127504534,Autonomo,"Precotto, Turro",Villa San Giovanni,45.5189,9.2214,18,330,151,6,2,1,0,0,0,0,0,0,0,0,0,0
127303403,Autonomo,Forlanini,Quartiere Forlanini,45.4556,9.24846,27,470,140,6,2,3,1,0,0,0,0,0,0,0,0,0
127647050,Autonomo,Forlanini,Quartiere Forlanini,45.4556,9.24846,26,450,140,6,2,3,1,0,0,0,0,0,0,0,0,0
125341349,Assente,"Cimiano, Crescenzago, Adriano",Cimiano,45.5022,9.2379,13,500,15,3,1,4,0,0,1,0,0,0,1,0,0,0
120209326,Assente,"Abbiategrasso, Chiesa Rossa",Chiesa Rossa,45.4317,9.182,13,445,58,2,1,1,0,0,1,0,1,1,1,0,1,1
125866583,Assente,"Bicocca, Niguarda",Bignami - Ponale,45.5274,9.2111,19,580,11,5,2,8,0,0,1,0,1,0,0,0,1,1
127159473,Assente,"Abbiategrasso, Chiesa Rossa",Cermenate - Abbiategrasso,45.4335,9.1796,14,550,25,4,1,0.5,0,0,0,0,1,0,1,0,1,1
127515790,Assente,"Corvetto, Rogoredo",Corvetto,45.4421,9.2228,20,500,88,3,1,1,0,0,1,0,1,1,0,0,0,0
127533904,Assente,"Uptown, Cascina Merlata, Viale Certosa",Certosa,45.4952,9.1428,17,450,14,6,2,0,0,0,0,0,1,1,1,0,0,0
126175061,Assente,"Affori, Bovisa",Bovisa,45.5019,9.1446,33,450,60,3,1,1,0,0,1,0,1,0,0,0,0,1
124343417,Assente,"Napoli, Soderini",Piazza Napoli,45.4511,9.1539,19,550,60,3,1,1,0,0,0,0,1,0,1,0,0,0
87582048,Centralizzato,"Ripamonti, Vigentino",Vigentino - Fatima,45.4334,9.19856,20,500,90,4,1,2,0,1,0,1,1,0,1,0,1,0
127446952,Assente,"Ponte Lambro, Santa Giulia",Santa Giulia,45.432,9.2444,25,470,30,4,1,2,0,0,0,0,1,0,0,0,1,0
123440331,Assente,"Uptown, Cascina Merlata, Viale Certosa",Certosa,45.4933,9.1475,13,500,20,4,2,0.5,0,0,1,0,1,0,1,0,0,0
123662587,Assente,Forlanini,Quartiere Forlanini,45.4589,9.2507,17,550,100,3,1,3,0,0,1,0,1,0,1,0,0,1
124947647,Assente,"Ponte Lambro, Santa Giulia",Santa Giulia,45.4312,9.2434,18,530,130,4,1,5,0,0,1,0,1,1,0,0,0,0
127341561,Assente,Navigli,Bocconi,45.4464,9.1934,11,500,120,5,2,4,0,0,1,0,1,1,1,0,1,1
127447474,Assente,"Ponte Lambro, Santa Giulia",Santa Giulia,45.432,9.2444,30,470,30,4,1,2,0,0,0,0,1,0,0,0,0,0
127103839,Assente,"Città Studi, Susa",Casoretto,45.4862,9.2331,8,500,78,3,1,1,0,0,1,0,1,0,0,0,0,0
94743370,Assente,"Bande Nere, Inganni",Piazzale Siena,45.468,9.1267,10,450,13,2,1,3,0,0,0,0,1,0,1,0,0,0
125023769,Assente,"Udine, Lambrate",Rubattino,45.4798,9.2473,9,325,80,3,2,8,0,0,1,0,0,0,0,1,0,0
115244887,Assente,"Bicocca, Niguarda",Bignami - Ponale,45.5217,9.2081,11,550,18,5,2,8,0,0,1,0,1,0,1,0,1,0
126592155,Assente,"Solari, Washington",Solari,45.4562,9.1703,12,500,20,3,2,2,0,0,1,0,1,0,1,0,0,1
125972243,Centralizzato,"Porta Vittoria, Lodi",Bologna - Sulmona,45.4429,9.22731,19,330,16,5,1,4,1,1,1,0,0,0,0,0,0,0
115245685,Assente,"Città Studi, Susa",Argonne - Corsica,45.4674,9.2298,11,550,70,2,1,3,0,0,1,0,1,0,0,0,0,0
125540711,Assente,"Bicocca, Niguarda",Niguarda,45.5219,9.1912,15,450,90,4,1,0.5,0,0,1,0,1,0,0,0,0,0
121255058,Assente,"Uptown, Cascina Merlata, Viale Certosa",Certosa,45.5023,9.1416,16,550,110,4,2,2,0,0,1,0,1,0,0,0,0,1
127495050,Assente,"Bicocca, Niguarda",Niguarda,45.5151,9.1888,17,390,100,3,1,3,0,0,1,0,1,0,1,0,0,1
127343357,Assente,"Bicocca, Niguarda",Prato Centenaro,45.5112,9.1981,24,540,88,3,1,0.5,0,0,0,0,1,0,0,0,0,0
127306229,Assente,"Bicocca, Niguarda",Prato Centenaro,45.5096,9.202,24,550,80,3,1,1,0,0,1,0,1,1,1,0,1,1
127578370,Assente,"Napoli, Soderini",Tripoli - Soderini,45.4538,9.1471,22,500,15,3,1,4,0,0,0,0,1,0,1,0,0,1
106927935,Assente,"Cimiano, Crescenzago, Adriano",Cimiano,45.5004,9.2411,12,500,97,4,2,6,0,0,1,0,1,1,1,0,0,1
125540229,Assente,"Bicocca, Niguarda",Niguarda,45.5219,9.1912,15,450,90,4,1,0.5,0,0,1,0,1,0,0,0,0,0
126864395,Assente,"Bicocca, Niguarda",Niguarda,45.5145,9.1956,12,500,109,4,1,2,0,0,1,0,1,0,1,0,0,1
127598696,Assente,"Pasteur, Rovereto",Pasteur,45.4897,9.2161,25,565,90,4,1,1,0,0,1,0,1,1,1,0,0,1
125195953,Assente,"Corvetto, Rogoredo",Corvetto,45.4386,9.2274,21,400,96,4,1,8,0,0,1,0,1,1,1,0,0,0
121485442,Assente,"Cimiano, Crescenzago, Adriano",Cimiano,45.5004,9.2411,19,500,70,2,1,6,0,0,1,0,1,1,1,0,0,1
120199818,Assente,"Famagosta, Barona",Barona,45.444,9.1552,15,550,52,3,1,-1,0,0,0,0,1,1,1,0,0,1
127423629,Assente,"Bisceglie, Baggio, Olmi",Quarto Cagnino,45.471,9.1122,23,450,16,4,2,6,0,0,1,0,1,0,0,0,0,0
112768253,Assente,"Maggiolina, Istria",Maggiolina,45.4954,9.2037,14,550,12,2,1,0.5,0,0,0,0,1,0,1,0,0,0
126675465,Assente,"Bicocca, Niguarda",Niguarda,45.5135,9.1918,20,550,12,3,1,0,0,0,0,0,1,0,0,0,0,0
127287313,Centralizzato,"San Siro, Trenno",Gallaratese,45.4969,9.1209,11,550,NA,4,2,9,0,0,0,1,1,0,1,0,1,0
127441576,Assente,"Bisceglie, Baggio, Olmi",Quarto Cagnino,45.471,9.1122,22,500,21,4,2,6,0,0,1,0,1,0,0,0,0,0
115136593,Assente,"Precotto, Turro",Precotto,45.5093,9.2234,17,490,100,4,2,4,0,0,1,0,1,0,1,0,0,0
127658150,Assente,"Udine, Lambrate",Udine,45.4927,9.2336,13,575,65,3,1,3,0,0,0,0,1,1,1,0,0,0
119948680,Assente,"Porta Romana, Cadore, Montenero",Montenero,45.4593,9.2088,8,500,90,4,1,0.5,0,0,0,0,1,0,1,0,0,0
127111143,Assente,"Cimiano, Crescenzago, Adriano",Cimiano,45.5032,9.2367,16,550,15,2,1,1,0,0,0,0,1,0,0,0,1,0
127102075,Assente,"Città Studi, Susa",Città Studi,45.4728,9.2331,15,550,70,3,1,3,0,0,0,0,0,0,0,0,0,0
127209789,Assente,"Uptown, Cascina Merlata, Viale Certosa",Musocco,45.5025,9.1287,17,440,20,4,1,0.5,0,0,1,0,1,1,0,1,1,0
127209559,Assente,"Città Studi, Susa",Casoretto,45.4861,9.227,12,540,20,4,1,2,0,0,1,0,0,0,0,1,0,1
127059751,Assente,"Città Studi, Susa",Città Studi,45.4833,9.236,10,420,130,4,2,0.5,0,0,0,0,1,0,0,0,0,0
122950192,Assente,"Centrale, Repubblica",Morgagni,45.4744,9.2157,24,400,96,3,1,3,0,0,1,0,1,1,0,0,0,0
126544091,Assente,"Udine, Lambrate",Quartiere Feltre,45.4888,9.2421,23,520,86,3,1,4,0,0,1,0,1,0,0,0,0,1
124702643,Assente,"Città Studi, Susa",Casoretto,45.4902,9.2273,13,450,60,2,1,4,0,0,1,0,1,1,0,1,0,0
127585714,Assente,"Bisceglie, Baggio, Olmi",Baggio,45.4634,9.0919,13,390,84,4,1,0,0,0,0,0,1,0,0,0,0,0
102972386,Assente,"Bicocca, Niguarda",Bignami - Ponale,45.5224,9.2088,9,490,90,4,1,8,0,0,1,0,1,0,1,0,0,0
125753445,Assente,"Maggiolina, Istria",Istria,45.4985,9.1957,13,470,65,2,1,3,0,0,0,0,1,0,1,0,0,0
126733801,Centralizzato,"Udine, Lambrate",Udine,45.4943,9.2343,19,550,15,2,1,6,1,1,0,0,0,0,0,0,0,0
127343611,Assente,"Bicocca, Niguarda",Prato Centenaro,45.5112,9.1981,21,550,88,3,1,0.5,0,0,0,0,1,0,0,0,0,0
126635431,Assente,"Uptown, Cascina Merlata, Viale Certosa",Certosa,45.499,9.1497,42,500,55,2,1,3,0,0,1,0,1,0,0,0,0,0
127252617,Assente,"Cimiano, Crescenzago, Adriano",Crescenzago,45.5055,9.2442,18,500,100,3,1,2,0,0,1,0,1,1,0,1,1,1
126641349,Assente,"Città Studi, Susa",Casoretto,45.4891,9.2299,13,450,55,2,1,4,0,0,1,0,1,0,0,1,0,0
126016827,Centralizzato,"Bicocca, Niguarda",Prato Centenaro,45.5105,9.20002,9,550,14,3,1,1,0,0,0,1,1,0,1,0,0,1
122188484,Assente,"Bande Nere, Inganni",Bande Nere,45.4626,9.1332,38,575,20,3,2,5,0,0,0,0,1,1,1,0,0,1
114315133,Assente,"Bande Nere, Inganni",Lorenteggio,45.4521,9.1383,15,530,20,3,2,2,0,0,1,0,1,0,0,0,0,1
123868677,Assente,"Bande Nere, Inganni",Lorenteggio,45.4521,9.1383,12,530,17,3,2,2,0,0,1,0,1,0,0,0,0,1
127521650,Assente,"Città Studi, Susa",Città Studi,45.4801,9.2228,15,400,100,3,1,0.5,0,0,1,0,1,0,1,0,0,1
126147253,Assente,"Porta Vittoria, Lodi",Martini - Insubria,45.4523,9.2211,17,500,90,3,1,4,0,0,1,0,1,1,1,0,0,1
123360459,Assente,"Famagosta, Barona",Giambellino,45.4517,9.1481,25,550,100,3,2,3,0,0,1,0,1,0,0,0,0,0
124963107,Assente,"Cenisio, Sarpi, Isola",Cenisio,45.4922,9.1633,34,550,143,6,3,6,0,0,0,0,1,0,0,0,0,0
126249863,Assente,"Bande Nere, Inganni",Lorenteggio,45.4521,9.1383,17,530,17,3,2,2,0,0,1,0,1,0,0,0,0,1
119208669,Assente,"Bicocca, Niguarda",Prato Centenaro,45.5096,9.202,14,460,105,4,1,0.5,0,0,0,0,1,1,1,0,0,1
121484472,Assente,"Bicocca, Niguarda",Bignami - Ponale,45.5278,9.2094,9,430,100,3,1,2,0,0,1,0,1,0,1,0,0,0
127350923,Assente,"Abbiategrasso, Chiesa Rossa",Gratosoglio,45.4179,9.1745,20,520,120,4,2,2,0,0,1,0,1,0,0,0,0,1
125869299,Assente,"Città Studi, Susa",Argonne - Corsica,45.4674,9.2311,10,550,10,4,1,4,0,0,0,0,1,0,0,0,0,0
103482990,Assente,"Uptown, Cascina Merlata, Viale Certosa",Certosa,45.4964,9.1442,14,500,20,4,1,3,0,0,1,0,1,0,0,1,0,0
126675081,Assente,"Bicocca, Niguarda",Niguarda,45.5135,9.1918,18,550,9,3,1,0,0,0,0,0,1,0,0,0,0,0
124428293,Centralizzato,"Udine, Lambrate",Quartiere Feltre,45.491,9.2437,16,500,100,4,1,3,0,1,0,0,1,0,0,0,0,0
121427078,Assente,"Città Studi, Susa",Città Studi,45.469,9.2341,14,400,70,4,1,1,0,0,1,0,1,0,0,0,0,0
127334019,Assente,"Bicocca, Niguarda",Prato Centenaro,45.511,9.1991,9,350,90,4,3,0.5,0,0,0,0,1,0,1,0,0,0
120888004,Assente,"Uptown, Cascina Merlata, Viale Certosa",Certosa,45.4933,9.1475,23,500,14,4,1,0.5,0,0,0,0,1,0,1,0,0,0
118973723,Assente,"Cimiano, Crescenzago, Adriano",Quartiere Adriano,45.5151,9.236,28,570,115,4,2,11,0,0,1,0,1,1,1,1,0,1
124709313,Centralizzato,"Cimiano, Crescenzago, Adriano",Cimiano,45.5024,9.23587,14,565,11,4,1,2,1,1,1,0,0,1,0,0,0,0
127528398,Assente,"Bande Nere, Inganni",Bande Nere,45.4624,9.134,8,500,70,2,1,3,0,0,1,0,1,0,1,0,0,0
126804991,Assente,"Pasteur, Rovereto",Parco Trotter,45.4908,9.2228,8,540,70,3,1,0,0,0,0,0,1,0,0,0,0,1
111570795,Assente,"San Siro, Trenno",San Carlo,45.4619,9.1146,9,320,16,3,1,3,0,0,1,0,1,0,1,0,1,0
124326529,Assente,"Solari, Washington",Solari,45.4584,9.163,6,500,15,4,3,5,0,0,1,0,1,1,1,0,0,1
123691519,Assente,Forlanini,Quartiere Forlanini,45.4604,9.2429,26,530,104,3,1,5,0,0,1,0,1,1,1,0,1,1
125103953,Centralizzato,"Corvetto, Rogoredo",Rogoredo,45.436,9.23362,25,400,80,3,1,1,0,1,1,0,0,0,0,0,0,0
118503573,Assente,"Udine, Lambrate",Quartiere Feltre,45.488,9.247,19,580,93,3,1,1,0,0,0,0,1,0,0,0,0,0
117416845,Assente,"Bande Nere, Inganni",Lorenteggio,45.4517,9.1285,23,550,16,3,2,7,0,0,0,0,1,1,1,0,0,1
120170150,Assente,Navigli,Ascanio Sforza,45.4457,9.1784,14,550,90,3,1,3,0,0,0,0,1,0,0,0,0,0
96058846,Assente,"Porta Venezia, Indipendenza",Indipendenza,45.4655,9.2155,30,460,20,3,1,0.5,0,0,0,0,0,0,0,1,0,0
127619756,Centralizzato,"Bande Nere, Inganni",Lorenteggio,45.4537,9.1335,38,570,106,4,2,6,0,0,1,0,1,1,1,0,0,1
127614754,Assente,"Città Studi, Susa",Città Studi,45.4861,9.234,10,530,102,4,1,0,0,0,0,0,1,0,1,0,0,1
127619464,Centralizzato,"Bisceglie, Baggio, Olmi",Quarto Cagnino,45.4724,9.11144,18,490,114,1,2,7,1,1,1,0,0,0,0,1,0,0
123858449,Assente,"Famagosta, Barona",Famagosta,45.4386,9.1578,20,460,100,3,2,0.5,0,0,0,0,1,1,1,0,1,1
122093662,Assente,"Famagosta, Barona",Famagosta,45.4361,9.1624,21,400,100,4,2,3,0,0,0,0,1,1,0,0,0,1
127220789,Assente,"San Siro, Trenno",Gallaratese,45.5005,9.1051,27,530,96,4,1,2,0,0,0,0,1,0,0,0,0,0
95553324,Assente,"Uptown, Cascina Merlata, Viale Certosa",Certosa,45.4925,9.1482,11,450,70,3,1,1,0,0,0,0,1,1,1,0,0,1
122093396,Assente,"Famagosta, Barona",Famagosta,45.4361,9.1624,22,400,100,4,2,3,0,0,0,0,1,1,0,0,0,1
121079630,Assente,"Affori, Bovisa",Quarto Oggiaro,45.5082,9.1335,19,480,70,3,1,2,0,0,1,0,1,1,0,0,0,1
124937105,Centralizzato,"Ripamonti, Vigentino",Ripamonti - Fondazione Prada,45.438,9.19626,8,550,25,3,1,2,0,0,1,0,1,0,1,0,0,1
127037133,Assente,"San Siro, Trenno",Gallaratese,45.4985,9.1187,12,580,110,4,2,1,0,0,1,0,1,0,1,0,0,0
127220957,Assente,"San Siro, Trenno",Gallaratese,45.5005,9.1051,24,530,96,4,1,2,0,0,0,0,1,0,0,0,0,0
121107910,Assente,"Affori, Bovisa",Quarto Oggiaro,45.5082,9.1335,25,480,70,3,1,2,0,0,1,0,1,1,0,0,0,1
112877879,Assente,"Città Studi, Susa",Città Studi,45.4844,9.2173,16,500,100,4,1,1,0,0,1,0,1,0,1,0,0,0
124616275,Assente,"Precotto, Turro",Turro,45.5004,9.2256,37,500,20,3,1,1,0,0,0,0,0,0,0,0,0,0
127619750,Centralizzato,"Bande Nere, Inganni",Lorenteggio,45.4537,9.1335,39,550,106,4,2,6,0,0,1,0,1,1,1,0,0,1
126916749,Autonomo,"Cenisio, Sarpi, Isola",Zara,45.4956,9.18968,31,585,73,4,1,3,1,0,0,0,0,0,0,0,0,0
126915707,Autonomo,"Corvetto, Rogoredo",Corvetto,45.4406,9.21247,15,450,15,4,2,2,0,0,0,0,0,0,0,0,0,0
126917171,Autonomo,"Bisceglie, Baggio, Olmi",Quarto Cagnino,45.4707,9.11149,27,490,150,6,1,7,0,0,0,0,0,0,0,0,0,0
126916919,Autonomo,"Corvetto, Rogoredo",Corvetto,45.4371,9.21564,35,575,151,6,3,5,1,0,0,0,0,0,0,0,0,0
126915883,Autonomo,"Centrale, Repubblica",Buenos Aires,45.4785,9.20327,32,545,239,6,3,7,1,0,0,0,0,0,0,0,0,0
126915633,Autonomo,"San Siro, Trenno",San Siro,45.4749,9.12364,52,460,156,6,2,5,1,0,0,0,0,0,0,0,0,0
126916699,Autonomo,"Bande Nere, Inganni",Gambara,45.462,9.14273,23,560,113,6,2,1,0,0,0,0,0,0,0,0,0,0
126916431,Autonomo,"Bande Nere, Inganni",Lorenteggio,45.4528,9.13806,54,460,68,4,1,1,1,0,0,0,0,0,0,0,0,0
126916253,Autonomo,"Centrale, Repubblica",Centrale,45.4889,9.20984,28,545,15,4,2,2,0,0,0,0,0,0,0,0,0,0
126915729,Autonomo,"Abbiategrasso, Chiesa Rossa",Pezzotti - Meda,45.4433,9.17651,22,525,94,5,1,7,1,0,0,0,0,0,0,0,0,0
126917715,Autonomo,"Uptown, Cascina Merlata, Viale Certosa",Ghisolfa - Mac Mahon,45.4925,9.16275,36,575,250,6,3,1,0,0,0,0,0,0,0,0,0,0
126917557,Autonomo,"Bande Nere, Inganni",Lorenteggio,45.4517,9.13993,27,565,64,4,1,7,1,0,0,0,0,0,0,0,0,0
126917695,Autonomo,"Bande Nere, Inganni",Lorenteggio,45.4521,9.1396,24,525,70,5,1,7,1,0,0,0,0,0,0,0,0,0
126917307,Autonomo,Navigli,Ascanio Sforza,45.4518,9.17987,24,570,180,6,3,3,0,0,0,0,0,0,0,0,0,0
126915693,Autonomo,"Fiera, Sempione, City Life, Portello",Monte Rosa - Lotto,45.4751,9.14503,22,555,166,6,2,2,0,0,0,0,0,0,0,0,0,0
126917329,Autonomo,"Bande Nere, Inganni",Lorenteggio,45.4538,9.13661,17,525,70,4,1,2,0,0,0,0,0,0,0,0,0,0
126917283,Autonomo,"Quadronno, Palestro, Guastalla",Quadronno - Crocetta,45.4558,9.2023,19,540,171,6,3,5,0,0,0,0,0,0,0,0,0,0
126917093,Autonomo,"Bande Nere, Inganni",Lorenteggio,45.4517,9.13993,50,580,64,4,1,7,1,0,0,0,0,0,0,0,0,0
126916267,Autonomo,"Cenisio, Sarpi, Isola",Zara,45.4956,9.18968,20,545,51,3,1,1,1,0,0,0,0,0,0,0,0,0
126915793,Autonomo,"Uptown, Cascina Merlata, Viale Certosa",Ghisolfa - Mac Mahon,45.4895,9.15383,36,540,127,6,2,7,1,0,0,0,0,0,0,0,0,0
126917451,Autonomo,"Maggiolina, Istria",Maggiolina,45.4915,9.19756,26,570,15,6,3,1,1,0,0,0,0,0,0,0,0,0
126916855,Autonomo,"Corvetto, Rogoredo",Corvetto,45.4366,9.22606,35,555,106,5,2,1,0,0,0,0,0,0,0,0,0,0
126916365,Autonomo,"Maggiolina, Istria",Maggiolina,45.4902,9.20068,17,455,173,6,2,5,1,0,0,0,0,0,0,0,0,0
126915909,Autonomo,"Corvetto, Rogoredo",Corvetto,45.4397,9.21399,32,490,70,3,1,3,1,0,0,0,0,0,0,0,0,0
126915687,Autonomo,"Fiera, Sempione, City Life, Portello",Monte Rosa - Lotto,45.4751,9.14503,18,555,166,6,2,2,0,0,0,0,0,0,0,0,0,0
126917371,Autonomo,"Affori, Bovisa",Dergano,45.4987,9.1815,46,560,213,6,3,1,1,0,0,0,0,0,0,0,0,0
126917293,Autonomo,"Precotto, Turro",Turro,45.5026,9.22137,15,480,121,6,2,4,0,0,1,0,0,0,0,0,0,0
126917279,Autonomo,"Uptown, Cascina Merlata, Viale Certosa",Musocco,45.5036,9.12875,41,585,82,4,1,1,0,0,0,0,0,0,0,0,0,0
126917205,Autonomo,"Bande Nere, Inganni",Bande Nere,45.4628,9.13388,17,585,70,4,1,3,1,0,0,0,0,0,0,0,0,0
126915829,Autonomo,"Corvetto, Rogoredo",Corvetto,45.4397,9.21392,17,525,51,3,1,2,1,0,0,0,0,0,0,0,0,0
126915663,Autonomo,"Solari, Washington",Frua,45.4651,9.14875,81,520,150,6,3,6,1,0,0,0,0,0,0,0,0,0
126917165,Autonomo,"Solari, Washington",Frua,45.4634,9.14844,15,530,141,6,2,1,0,0,1,0,0,0,0,0,0,0
126916729,Autonomo,"Solari, Washington",Vercelli - Wagner,45.4692,9.15634,25,450,164,6,2,1,0,0,0,0,0,0,0,0,0,0
126916841,Autonomo,"Maggiolina, Istria",Maggiolina,45.4915,9.19756,40,580,15,6,3,1,1,0,0,0,0,0,0,0,0,0
126916459,Autonomo,"Uptown, Cascina Merlata, Viale Certosa",Certosa,45.4946,9.14423,31,580,193,6,2,2,1,0,0,0,0,0,0,0,0,0
126916257,Autonomo,"Centrale, Repubblica",Centrale,45.4847,9.2078,17,540,118,5,2,4,1,0,0,0,0,0,0,0,0,0
111901781,Assente,"San Siro, Trenno",San Siro,45.475,9.1395,40,500,100,3,2,3,0,0,1,0,1,1,1,0,0,1
126917457,Autonomo,"San Siro, Trenno",Gallaratese,45.4859,9.12613,43,585,15,6,2,1,0,0,0,0,0,0,0,0,0,0
126917107,Autonomo,"San Siro, Trenno",Gallaratese,45.4859,9.12613,24,585,15,6,2,1,0,0,0,0,0,0,0,0,0,0
126916631,Autonomo,"Uptown, Cascina Merlata, Viale Certosa",Certosa,45.4946,9.14423,31,530,193,6,2,2,1,0,0,0,0,0,0,0,0,0
126915623,Autonomo,"Bisceglie, Baggio, Olmi",Quarto Cagnino,45.4737,9.111,11,450,116,6,2,6,1,0,0,0,0,0,0,0,0,0
127012695,Autonomo,"Solari, Washington",Frua,45.4651,9.14875,44,505,150,6,3,6,1,0,0,0,0,0,0,0,0,0
126917713,Autonomo,"Uptown, Cascina Merlata, Viale Certosa",Ghisolfa - Mac Mahon,45.4925,9.16275,36,575,250,6,3,1,0,0,0,0,0,0,0,0,0,0
126917175,Autonomo,"Bisceglie, Baggio, Olmi",Quarto Cagnino,45.4725,9.11141,26,460,150,6,2,3,0,0,0,0,0,0,0,0,0,0
126916793,Autonomo,"Uptown, Cascina Merlata, Viale Certosa",Ghisolfa - Mac Mahon,45.4925,9.16275,32,490,250,6,3,1,0,0,0,0,0,0,0,0,0,0
126915709,Autonomo,"Bande Nere, Inganni",Gambara,45.4633,9.14358,26,465,91,5,1,2,1,0,0,0,0,0,0,0,0,0
126917489,Autonomo,"Bande Nere, Inganni",Bande Nere,45.4594,9.13161,17,540,203,6,3,2,0,0,0,0,0,0,0,0,0,0
126917209,Autonomo,"Affori, Bovisa",Dergano,45.4987,9.1815,46,580,213,6,3,1,1,0,0,0,0,0,0,0,0,0
126917197,Autonomo,"Bande Nere, Inganni",Lorenteggio,45.4543,9.13826,26,515,74,4,1,1,1,0,0,0,0,0,0,0,0,0
126916879,Autonomo,Forlanini,Quartiere Forlanini,45.4585,9.25051,20,585,83,4,1,7,0,0,0,0,0,0,0,0,0,0
127012711,Autonomo,"Quadronno, Palestro, Guastalla",Quadronno - Crocetta,45.4555,9.20183,11,570,164,6,2,5,0,0,1,0,0,0,0,0,0,0
126917607,Autonomo,"San Siro, Trenno",Gallaratese,45.4859,9.12613,42,585,15,6,2,1,0,0,0,0,0,0,0,0,0,0
126916439,Autonomo,"Bande Nere, Inganni",Bande Nere,45.4594,9.13161,18,575,139,6,2,1,0,0,0,0,0,0,0,0,0,0
126916395,Autonomo,"San Siro, Trenno",Monte Stella,45.4855,9.13976,13,500,100,5,1,3,0,0,0,0,0,0,0,0,0,0
126916211,Autonomo,"Solari, Washington",Frua,45.4653,9.14888,43,500,148,6,3,8,1,0,0,0,0,0,0,0,0,0
126917475,Autonomo,"Uptown, Cascina Merlata, Viale Certosa",Certosa,45.4946,9.14423,23,575,170,6,2,1,1,0,0,0,0,0,0,0,0,0
126917089,Autonomo,"Bande Nere, Inganni",Bande Nere,45.4594,9.13161,17,540,203,6,3,2,0,0,0,0,0,0,0,0,0,0
126915705,Autonomo,"Porta Vittoria, Lodi",Lodi - Brenta,45.4435,9.21768,21,490,15,5,2,2,0,0,0,0,0,0,0,0,0,0
126917431,Autonomo,"Bande Nere, Inganni",Lorenteggio,45.4526,9.1396,28,470,73,5,1,7,1,0,0,0,0,0,0,0,0,0
126916297,Autonomo,"Porta Venezia, Indipendenza",Indipendenza,45.4719,9.2113,30,560,123,6,2,2,1,0,0,0,0,0,0,0,0,0
